"LawaSiteID","CouncilSiteID","SiteID","Region","Agency","SWQAltitude","SWQLanduse","Measurement","Scope","Q0","Q25","Q50","Q75","Q100","N"
"gdc-00026","wainui stream at pare street","wainui stream at pare street","gisborne","gdc","Lowland","Rural","TP","Site",0.345,0.345,0.345,0.345,0.345,1
"gdc-00027","gs1","Waipaoa at Kanakanaia (NRWQN) (GS1)","gisborne","niwa","Upland","Rural","TP","Site",0.0495,0.0495,0.06375,0.078,0.078,2
"gdc-00028","waipaoa river at matawhero bridge","waipaoa river at matawhero bridge","gisborne","gdc","Lowland","Rural","TP","Site",0.0635,0.0635,0.0635,0.0635,0.0635,1
"gdc-00029","wharekahika river u/s of wharf bridge","wharekahika river u/s of wharf bridge","gisborne","gdc","Lowland","Rural","TP","Site",0.023,0.023,0.023,0.023,0.023,1
"gdc-00030","wharekopae river at rangimoe","wharekopae river at rangimoe","gisborne","gdc","Lowland","Rural","TP","Site",0.0485,0.0485,0.0485,0.0485,0.0485,1
"gdc-00031","whakaahu str at brunton rd","whakaahu str at brunton rd","gisborne","gdc","Lowland","Rural","TP","Site",0.0555,0.0555,0.0555,0.0555,0.0555,1
"gdc-00032","hamanatua stream at okitu bridge","hamanatua stream at okitu bridge","gisborne","gdc","Lowland","Rural","TP","Site",0.0315,0.0315,0.0315,0.0315,0.0315,1
"gdc-00033","turanganui river at gladstone rd bridge","turanganui river at gladstone rd bridge","gisborne","gdc","Lowland","Urban","TP","Site",0.034,0.034,0.034,0.034,0.034,1
"gdc-00039","ratahi lagoon at sh35 culvert","ratahi lagoon at sh35 culvert","gisborne","gdc","Lowland","Rural","TP","Site",0.037,0.037,0.037,0.037,0.037,1
"gw-00002","mangapouri stream at bennetts rd","mangapouri stream at bennetts rd","wellington","gwrc","Lowland","Urban","TP","Site",0.0785,0.0785,0.0785,0.0785,0.0785,1
"gw-00004","waitohu stream at norfolk crescent","waitohu stream at norfolk crescent","wellington","gwrc","Lowland","Rural","TP","Site",0.041,0.041,0.041,0.041,0.041,1
"gw-00005","otaki river at pukehinau","otaki river at pukehinau","wellington","gwrc","Lowland","Forest","TP","Site",0.007,0.007,0.007,0.007,0.007,1
"gw-00006","otaki river at mouth","otaki river at mouth","wellington","gwrc","Lowland","Forest","TP","Site",0.006,0.006,0.006,0.006,0.006,1
"gw-00007","mangaone stream at sims road bridge","mangaone stream at sims road bridge","wellington","gwrc","Lowland","Rural","TP","Site",0.0605,0.0605,0.0605,0.0605,0.0605,1
"gw-00010","waikanae river at greenaway rd","waikanae river at greenaway rd","wellington","gwrc","Lowland","Rural","TP","Site",0.01,0.01,0.01,0.01,0.01,1
"gw-00013","horokiri stream at snodgrass","horokiri stream at snodgrass","wellington","gwrc","Lowland","Rural","TP","Site",0.015,0.015,0.015,0.015,0.015,1
"gw-00014","pauatahanui stream at elmwood bridge","pauatahanui stream at elmwood bridge","wellington","gwrc","Lowland","Rural","TP","Site",0.0235,0.0235,0.0235,0.0235,0.0235,1
"gw-00016","porirua stream at milk depot","porirua stream at wall park","wellington","gwrc","Lowland","Urban","TP","Site",0.03,0.03,0.03,0.03,0.03,1
"gw-00017","makara stream at kennels","makara stream at kennels","wellington","gwrc","Lowland","Rural","TP","Site",0.0435,0.0435,0.0435,0.0435,0.0435,1
"gw-00018","karori stream at makara peak mountain bike park","karori stream at makara peak mountain bike park","wellington","gwrc","Lowland","Urban","TP","Site",0.042,0.042,0.042,0.042,0.042,1
"gw-00019","kaiwharawhara stream at ngaio gorge","kaiwharawhara stream at ngaio gorge","wellington","gwrc","Lowland","Urban","TP","Site",0.0465,0.0465,0.0465,0.0465,0.0465,1
"gw-00020","hutt river at te marua intake site","hutt river at te marua intake site","wellington","gwrc","Lowland","Forest","TP","Site",0.006,0.006,0.006,0.006,0.006,1
"gw-00021","hutt river opposite manor park golf club","hutt river opposite manor park golf club","wellington","gwrc","Lowland","Forest","TP","Site",0.0085,0.0085,0.0085,0.0085,0.0085,1
"gw-00022","hutt river at boulcott","hutt river at boulcott","wellington","gwrc","Lowland","Forest","TP","Site",0.0095,0.0095,0.0095,0.0095,0.0095,1
"gw-00023","pakuratahi river 50m below farm creek","pakuratahi river 50m below farm creek","wellington","gwrc","Lowland","Forest","TP","Site",0.007,0.007,0.007,0.007,0.007,1
"gw-00024","mangaroa river at te marua","mangaroa river at te marua","wellington","gwrc","Lowland","Rural","TP","Site",0.017,0.017,0.017,0.017,0.017,1
"gw-00025","akatarawa river at hutt confluence","akatarawa river at hutt confluence","wellington","gwrc","Lowland","Forest","TP","Site",0.006,0.006,0.006,0.006,0.006,1
"gw-00026","whakatikei river at riverstone","whakatikei river at riverstone","wellington","gwrc","Lowland","Forest","TP","Site",0.011,0.011,0.011,0.011,0.011,1
"gw-00028","wainuiomata river at manuka track","wainuiomata river at manuka track","wellington","gwrc","Upland","Forest","TP","Site",0.014,0.014,0.014,0.014,0.014,1
"gw-00029","wainuiomata river dnstr of white bridge","wainuiomata river dnstr of white bridge","wellington","gwrc","Lowland","Forest","TP","Site",0.018,0.018,0.018,0.018,0.018,1
"gw-00031","ruamahanga river at mclays","ruamahanga river at mclays","wellington","gwrc","Upland","Forest","TP","Site",0.002,0.002,0.002,0.002,0.002,1
"gw-00032","ruamahanga river at te ore ore","ruamahanga river at te ore ore","wellington","gwrc","Lowland","Rural","TP","Site",0.011,0.011,0.011,0.011,0.011,1
"gw-00033","ruamahanga river at gladstone bridge","ruamahanga river at gladstone bridge","wellington","gwrc","Lowland","Rural","TP","Site",0.016,0.016,0.016,0.016,0.016,1
"gw-00034","ruamahanga river at pukio","ruamahanga river at pukio","wellington","gwrc","Lowland","Rural","TP","Site",0.024,0.024,0.024,0.024,0.024,1
"gw-00037","taueru river at gladstone","taueru river at gladstone","wellington","gwrc","Lowland","Rural","TP","Site",0.046,0.046,0.046,0.046,0.046,1
"gw-00038","kopuaranga river at stuarts","kopuaranga river at stuarts","wellington","gwrc","Lowland","Rural","TP","Site",0.03,0.03,0.03,0.03,0.03,1
"gw-00039","whangaehu river at 250m from confluence","whangaehu river at 250m from confluence","wellington","gwrc","Lowland","Rural","TP","Site",0.073,0.073,0.073,0.073,0.073,1
"gw-00040","waipoua river at colombo rd bridge","waipoua river at colombo rd bridge","wellington","gwrc","Lowland","Rural","TP","Site",0.008,0.008,0.008,0.008,0.008,1
"gw-00041","waingawa river at south rd","waingawa river at south rd","wellington","gwrc","Lowland","Forest","TP","Site",0.006,0.006,0.006,0.006,0.006,1
"gw-00042","whareama river at gauge","whareama river at gauge","wellington","gwrc","Lowland","Rural","TP","Site",0.0235,0.0235,0.0235,0.0235,0.0235,1
"gw-00045","parkvale tributary at lowes reserve","parkvale tributary at lowes reserve","wellington","gwrc","Lowland","Rural","TP","Site",0.017,0.017,0.017,0.017,0.017,1
"gw-00046","parkvale stream at renalls weir","parkvale stream at renalls weir","wellington","gwrc","Lowland","Rural","TP","Site",0.047,0.047,0.047,0.047,0.047,1
"gw-00048","waiohine river at bicknells","waiohine river at bicknells","wellington","gwrc","Lowland","Rural","TP","Site",0.016,0.016,0.016,0.016,0.016,1
"gw-00050","mangatarere river at state highway 2","mangatarere river at state highway 2","wellington","gwrc","Lowland","Rural","TP","Site",0.042,0.042,0.042,0.042,0.042,1
"gw-00051","huangarua river at ponatahi bridge","huangarua river at ponatahi bridge","wellington","gwrc","Lowland","Rural","TP","Site",0.013,0.013,0.013,0.013,0.013,1
"gw-00053","awhea river at tora rd","awhea river at tora rd","wellington","gwrc","Lowland","Rural","TP","Site",0.013,0.013,0.013,0.013,0.013,1
"gw-00055","tauherenikau river at websters","tauherenikau river at websters","wellington","gwrc","Lowland","Forest","TP","Site",0.006,0.006,0.006,0.006,0.006,1
"gw-00264","waiwhetu stream at whites line east","waiwhetu stream at whites line east","wellington","gwrc","Lowland","Urban","TP","Site",0.0475,0.0475,0.0475,0.0475,0.0475,1
"hbrc-00002","esk river at waipunga bridge","182","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.029,0.029,0.029,0.029,0.029,1
"hbrc-00003","clive river u/s whakatu rail bridge","1925","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.1275,0.1275,0.1275,0.1275,0.1275,1
"hbrc-00004","maraetotara river at te awanga","714","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.018,0.018,0.018,0.018,0.018,1
"hbrc-00005","tutaekuri river at brookfields bridge","1424","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.024,0.024,0.024,0.024,0.024,1
"hbrc-00006","porangahau river at sh52 opposite quarry","998","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.0195,0.0195,0.0195,0.0195,0.0195,1
"hbrc-00007","tukituki river at black bridge","1374","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.015,0.015,0.015,0.015,0.015,1
"hbrc-00008","makaretu stream at state highway 50","528","hawkes bay","hbrc","Upland","Rural","TP","Site",0.02,0.02,0.02,0.02,0.02,1
"hbrc-00009","tukipo river at state highway 50","1349","hawkes bay","hbrc","Upland","Rural","TP","Site",0.03,0.03,0.03,0.03,0.03,1
"hbrc-00010","poukawa stream at stock road","1044","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.21,0.21,0.21,0.21,0.21,1
"hbrc-00011","mangaorapa stream at mangaorapa road","623","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.01,0.01,0.01,0.01,0.01,1
"hbrc-00012","maraetotara river at waimarama road","715","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.018,0.018,0.018,0.018,0.018,1
"hbrc-00014","karewarewa stream at paki paki","400","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.148,0.148,0.148,0.148,0.148,1
"hbrc-00015","mangaone river at rissington","569","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.035,0.035,0.035,0.035,0.035,1
"hbrc-00017","tutaekuri river at lawrence hut","1429","hawkes bay","hbrc","Upland","Forest","TP","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00018","mangatarata stream at mangatarata road","667","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.34,0.34,0.34,0.34,0.34,1
"hbrc-00019","waipawa river at state highway 50","1590","hawkes bay","hbrc","Upland","Rural","TP","Site",0.008,0.008,0.008,0.008,0.008,1
"hbrc-00020","mangaonuku stream at waipawa tikokino rd","589","hawkes bay","hbrc","Upland","Rural","TP","Site",0.0175,0.0175,0.0175,0.0175,0.0175,1
"hbrc-00021","ngaruroro river at whanawhana","815","hawkes bay","hbrc","Upland","Forest","TP","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00022","esk river at berry road","176","hawkes bay","hbrc","Upland","Rural","TP","Site",0.026,0.026,0.026,0.026,0.026,1
"hbrc-00023","sandy creek u/s lake tutira outlet","1146","hawkes bay","hbrc","Upland","Rural","TP","Site",0.071,0.071,0.071,0.071,0.071,1
"hbrc-00024","aropaoanui river at aropaoanui","39","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.0315,0.0315,0.0315,0.0315,0.0315,1
"hbrc-00026","mokomokonui stream u/s waipunga","757","hawkes bay","hbrc","Upland","Forest","TP","Site",0.019,0.019,0.019,0.019,0.019,1
"hbrc-00028","waiarua at s.h.5","1489","hawkes bay","hbrc","Upland","Forest","TP","Site",0.015,0.015,0.015,0.015,0.015,1
"hbrc-00029","kopuawhara stream at railway bridge","441","hawkes bay","hbrc","Lowland","Forest","TP","Site",0.009,0.009,0.009,0.009,0.009,1
"hbrc-00031","ruakituri river at sports ground","1126","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.014,0.014,0.014,0.014,0.014,1
"hbrc-00032","hangaroa river at doneraille park","279","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.0285,0.0285,0.0285,0.0285,0.0285,1
"hbrc-00033","wairoa river at railway br.","1642","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.0205,0.0205,0.0205,0.0205,0.0205,1
"hbrc-00036","taurekaitai stream at wallingford","1237","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.044,0.044,0.044,0.044,0.044,1
"hbrc-00038","ngaruroro river at fernhill","799","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.0115,0.0115,0.0115,0.0115,0.0115,1
"hbrc-00039","tukituki river at ashcott bridge s.h. 50","1373","hawkes bay","hbrc","Upland","Rural","TP","Site",0.008,0.008,0.008,0.008,0.008,1
"hbrc-00040","waingongoro stream at waimarama road","1552","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.033,0.033,0.033,0.033,0.033,1
"hbrc-00041","puhokio stream at te apiti rd","1051","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.014,0.014,0.014,0.014,0.014,1
"hbrc-00042","porangahau stream at oruawhara road","1003","hawkes bay","hbrc","Upland","Rural","TP","Site",0.0505,0.0505,0.0505,0.0505,0.0505,1
"hbrc-00043","hv2","Tukituki at Red Br. (NRWQN) (HV2)","hawkes bay","niwa","Lowland","Rural","TP","Site",0.014,0.014,0.017,0.02,0.02,2
"hbrc-00044","tutaekuri waimate stm at chesterhope","1447","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.042,0.042,0.042,0.042,0.042,1
"hbrc-00046","waikari river at glenbrook road","1525","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.03,0.03,0.03,0.03,0.03,1
"hbrc-00048","ripia river u/s mohaka","1096","hawkes bay","hbrc","Upland","Forest","TP","Site",0.012,0.012,0.012,0.012,0.012,1
"hbrc-00053","mangakuri river at kairakau","546","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.012,0.012,0.012,0.012,0.012,1
"hbrc-00055","taharua stream at wrights twin culvert","1195","hawkes bay","hbrc","Upland","Rural","TP","Site",0.018,0.018,0.018,0.018,0.018,1
"hbrc-00056","taharua stream at wairango rd","1194","hawkes bay","hbrc","Upland","Rural","TP","Site",0.02,0.02,0.02,0.02,0.02,1
"hbrc-00059","waitio stream at ohiti road","1654","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.025,0.025,0.025,0.025,0.025,1
"hbrc-00061","ngaruroro river d/s hawkes bay dairies","1924","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.0085,0.0085,0.0085,0.0085,0.0085,1
"hbrc-00062","mohaka river u/s taharua","754","hawkes bay","hbrc","Upland","Forest","TP","Site",0.007,0.007,0.007,0.007,0.007,1
"hbrc-00063","taipo stream at church road","1201","hawkes bay","hbrc","Lowland","Urban","TP","Site",0.4,0.4,0.4,0.4,0.4,1
"hbrc-00067","herehere stream at te aute road","310","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.079,0.079,0.079,0.079,0.079,1
"hbrc-00069","taharua stream at red hut mohaka confl","1948","hawkes bay","hbrc","Upland","Rural","TP","Site",0.016,0.016,0.016,0.016,0.016,1
"hbrc-00070","mohaka river d/s taharua","753","hawkes bay","hbrc","Upland","Forest","TP","Site",0.012,0.012,0.012,0.012,0.012,1
"hbrc-00071","mohaka river d/s ripia river","5274","hawkes bay","hbrc","Upland","Forest","TP","Site",0.011,0.011,0.011,0.011,0.011,1
"hbrc-00072","mohaka river d/s waipunga river","5273","hawkes bay","hbrc","Upland","Forest","TP","Site",0.014,0.014,0.014,0.014,0.014,1
"hbrc-00073","taharua stream at henrys bridge","1932","hawkes bay","hbrc","Upland","Rural","TP","Site",0.017,0.017,0.017,0.017,0.017,1
"hbrc-00075","maraekakaho stream at maraekakaho","698","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.027,0.027,0.027,0.027,0.027,1
"hbrc-00077","tutaekuri river u/s mangaone","1441","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.0175,0.0175,0.0175,0.0175,0.0175,1
"hbrc-00079","mangatutu stream at mangatutu stn br","684","hawkes bay","hbrc","Upland","Rural","TP","Site",0.026,0.026,0.026,0.026,0.026,1
"hbrc-00081","waiau river at otoi","1500","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.02,0.02,0.02,0.02,0.02,1
"hbrc-00083","mangapoike river at suspension bridge","636","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.012,0.012,0.012,0.012,0.012,1
"hbrc-00085","papanui stream at middle road","915","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.197,0.197,0.197,0.197,0.197,1
"hbrc-00087","tukituki river at waipukurau","1404","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.02,0.02,0.02,0.02,0.02,1
"hbrc-00088","tukituki river at tamumu br.","1397","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.0235,0.0235,0.0235,0.0235,0.0235,1
"hbrc-00090","awanui stream at flume","48","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.2,0.2,0.2,0.2,0.2,1
"hbrc-00124","raupare stream at ormond road","1082","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.038,0.038,0.038,0.038,0.038,1
"hbrc-00139","waipawa river at rds/sh2","1588","hawkes bay","hbrc","Lowland","Rural","TP","Site",0.014,0.014,0.014,0.014,0.014,1
"hrc-00001","arawhata drain at hokio beach road","arawhata drain at hokio beach road","horizons","hrc","Lowland","Rural","TP","Site",0.0595,0.0595,0.0595,0.0595,0.0595,1
"hrc-00002","hautapu at us rangitikei river conf","hautapu at us rangitikei river conf","horizons","hrc","Upland","Rural","TP","Site",0.042,0.042,0.042,0.042,0.042,1
"hrc-00003","hautapu at alabasters","hautapu at alabasters","horizons","hrc","Upland","Rural","TP","Site",0.0255,0.0255,0.0255,0.0255,0.0255,1
"hrc-00004","hokio at lake horowhenua","hokio at lake horowhenua","horizons","hrc","Lowland","Rural","TP","Site",0.121,0.121,0.121,0.121,0.121,1
"hrc-00005","kahuterawa at johnstons rata","kahuterawa at johnstons rata","horizons","hrc","Lowland","Forest","TP","Site",0.0155,0.0155,0.0155,0.0155,0.0155,1
"hrc-00006","kumeti at te rehunga","kumeti at te rehunga","horizons","hrc","Upland","Rural","TP","Site",0.015,0.015,0.015,0.015,0.015,1
"hrc-00007","makotuku at raetihi","makotuku at raetihi","horizons","hrc","Upland","Rural","TP","Site",0.016,0.016,0.016,0.016,0.016,1
"hrc-00008","makakahi at hamua","makakahi at hamua","horizons","hrc","Upland","Rural","TP","Site",0.026,0.026,0.026,0.026,0.026,1
"hrc-00009","makotuku at sh49a","makotuku at sh49a","horizons","hrc","Upland","Forest","TP","Site",0.0135,0.0135,0.0135,0.0135,0.0135,1
"hrc-00010","makuri at tuscan hills","makuri at tuscan hills","horizons","hrc","Lowland","Rural","TP","Site",0.0235,0.0235,0.0235,0.0235,0.0235,1
