"LawaSiteID","CouncilSiteID","SiteID","Region","Agency","SWQAltitude","SWQLanduse","Measurement","Scope","Q0","Q25","Q50","Q75","Q100","N"
"ew-00020","37768","mangakotukutuku stm (rukuhia) at peacockes rd","waikato","wrc","Lowland","Rural","BDISC","Site",0.49,0.49,0.49,0.49,0.49,1
"ew-00021","37825","mangamingi stm (tokoroa) at paraonui rd br","waikato","wrc","Upland","Rural","BDISC","Site",0.75,0.75,0.75,0.75,0.75,1
"ew-00022","37841","manganui river at off manganui rd","waikato","wrc","Lowland","Rural","BDISC","Site",1.18,1.18,1.18,1.18,1.18,1
"ew-00023","37860","mangaohoi stm at south branch maru rd","waikato","wrc","Upland","Rural","BDISC","Site",1.5,1.5,1.5,1.5,1.5,1
"ew-00024","37891","mangaokewa stm at lawrence street br","waikato","wrc","Lowland","Forest","BDISC","Site",0.8,0.8,0.8,0.8,0.8,1
"ew-00025","37939","mangaone stm (waikato) at annebrooke rd br","waikato","wrc","Lowland","Rural","BDISC","Site",0.96,0.96,0.96,0.96,0.96,1
"ew-00026","37986","mangaonua stm at hoeka rd","waikato","wrc","Lowland","Rural","BDISC","Site",0.905,0.905,0.905,0.905,0.905,1
"ew-00027","37993","mangaonua stm at te miro rd (a.k.a waitakaruru stm)","waikato","wrc","Lowland","Rural","BDISC","Site",1.21,1.21,1.21,1.21,1.21,1
"ew-00028","38025","mangaotaki river at sh3 br","waikato","wrc","Lowland","Forest","BDISC","Site",0.88,0.88,0.88,0.88,0.88,1
"ew-00029","38101","mangapiko stm (pirongia/te awamutu) at bowman rd","waikato","wrc","Lowland","Rural","BDISC","Site",0.56,0.56,0.56,0.56,0.56,1
"ew-00030","38165","mangapu river at otorohanga","waikato","wrc","Lowland","Rural","BDISC","Site",0.56,0.56,0.56,0.56,0.56,1
"ew-00031","38220","mangatangi river at sh2 maramarua","waikato","wrc","Lowland","Rural","BDISC","Site",0.45,0.45,0.45,0.45,0.45,1
"ew-00032","38263","mangatawhiri river at lyons rd at buckingham br","waikato","wrc","Lowland","Rural","BDISC","Site",1.87,1.87,1.87,1.87,1.87,1
"ew-00033","38350","mangatutu stm (waikeria) at walker rd br","waikato","wrc","Lowland","Rural","BDISC","Site",1.52,1.52,1.52,1.52,1.52,1
"ew-00034","38367","mangauika stm at te awamutu borough w/s intake","waikato","wrc","Upland","Forest","BDISC","Site",4.65,4.65,4.65,4.65,4.65,1
"ew-00035","38386","mangawara stm at rutherford rd br","waikato","wrc","Lowland","Forest","BDISC","Site",0.19,0.19,0.19,0.19,0.19,1
"ew-00036","38424","mangawhero stm (cambridge) at cambridge-ohaupo rd","waikato","wrc","Lowland","Forest","BDISC","Site",0.23,0.23,0.23,0.23,0.23,1
"ew-00037","38431","mangawhero stm (kaihere) at mangawara rd","waikato","wrc","Lowland","Forest","BDISC","Site",0.87,0.87,0.87,0.87,0.87,1
"ew-00040","38533","marokopa river at speedies rd (off te anga rd)","waikato","wrc","Lowland","Rural","BDISC","Site",1.045,1.045,1.045,1.045,1.045,1
"ew-00043","40718","mokau river at awakau rd","waikato","wrc","Lowland","Forest","BDISC","Site",0.52,0.52,0.52,0.52,0.52,1
"ew-00045","40720","mokau river at totoro rd recorder","waikato","wrc","Lowland","Forest","BDISC","Site",0.78,0.78,0.78,0.78,0.78,1
"ew-00046","40738","mokauiti stm at three way point - aria","waikato","wrc","Lowland","Rural","BDISC","Site",0.62,0.62,0.62,0.62,0.62,1
"ew-00047","40966","ohaeroa stm at sh22 br","waikato","wrc","Lowland","Rural","BDISC","Site",0.915,0.915,0.915,0.915,0.915,1
"ew-00048","40998","ohautira stm at waingaro te uku rd","waikato","wrc","Lowland","Rural","BDISC","Site",0.92,0.92,0.92,0.92,0.92,1
"ew-00049","41010","ohinemuri river at queens head","waikato","wrc","Lowland","Rural","BDISC","Site",3.45,3.45,3.45,3.45,3.45,1
"ew-00050","41011","ohinemuri river at sh25 br","waikato","wrc","Lowland","Rural","BDISC","Site",3.46,3.46,3.46,3.46,3.46,1
"ew-00051","41071","ohote stm at whatawhata/horotiu rd","waikato","wrc","Lowland","Rural","BDISC","Site",0.54,0.54,0.54,0.54,0.54,1
"ew-00052","41211","oparau river at langdon rd (off okupata rd)","waikato","wrc","Lowland","Rural","BDISC","Site",1.7,1.7,1.7,1.7,1.7,1
"ew-00053","41249","opuatia stm at ponganui rd","waikato","wrc","Lowland","Forest","BDISC","Site",0.525,0.525,0.525,0.525,0.525,1
"ew-00054","41303","oraka stm at lake rd","waikato","wrc","Lowland","Rural","BDISC","Site",0.925,0.925,0.925,0.925,0.925,1
"ew-00056","41355","otamakokore stm at hossack rd","waikato","wrc","Upland","Forest","BDISC","Site",1.22,1.22,1.22,1.22,1.22,1
"ew-00057","41630","piako river at kiwitahi","waikato","wrc","Lowland","Rural","BDISC","Site",1.44,1.44,1.44,1.44,1.44,1
"ew-00058","41634","piako river at paeroa-tahuna rd br","waikato","wrc","Lowland","Rural","BDISC","Site",0.87,0.87,0.87,0.87,0.87,1
"ew-00059","41667","piakonui stm at piakonui rd","waikato","wrc","Upland","Rural","BDISC","Site",1.3,1.3,1.3,1.3,1.3,1
"ew-00060","41766","pokaiwhenua stm at puketurua","waikato","wrc","Lowland","Rural","BDISC","Site",1.05,1.05,1.05,1.05,1.05,1
"ew-00061","41835","pueto stm at broadlands rd br","waikato","wrc","Upland","Rural","BDISC","Site",1.635,1.635,1.635,1.635,1.635,1
"ew-00064","42292","tahunaatara stm at ohakuri rd","waikato","wrc","Upland","Forest","BDISC","Site",1.135,1.135,1.135,1.135,1.135,1
"ew-00066","42385","tapu river at tapu-coroglen rd","waikato","wrc","Lowland","Forest","BDISC","Site",4.395,4.395,4.395,4.395,4.395,1
"ew-00068","42477","tawarau river at off speedies rd","waikato","wrc","Lowland","Forest","BDISC","Site",1.19,1.19,1.19,1.19,1.19,1
"ew-00072","42974","waerenga stm at taniwha rd","waikato","wrc","Lowland","Rural","BDISC","Site",0.75,0.75,0.75,0.75,0.75,1
"ew-00073","42993","waiau river at e309 rd ford","waikato","wrc","Lowland","Rural","BDISC","Site",2.59,2.59,2.59,2.59,2.59,1
"ew-00074","43010","waihaha river at sh32","waikato","wrc","Upland","Forest","BDISC","Site",3.11,3.11,3.11,3.11,3.11,1
"ew-00075","43171","waihou river at okauia","waikato","wrc","Lowland","Urban","BDISC","Site",1.03,1.03,1.03,1.03,1.03,1
"ew-00076","43145","waihou river at whites rd","waikato","wrc","Lowland","Rural","BDISC","Site",5,5,5,5,5,1
"ew-00077","43313","waikato river at horotiu br","waikato","wrc","Lowland","Forest","BDISC","Site",1.52,1.52,1.52,1.52,1.52,1
"ew-00078","43224","waikato river at huntly-tainui br","waikato","wrc","Lowland","Forest","BDISC","Site",0.93,0.93,0.93,0.93,0.93,1
"ew-00080","43552","waikato river at narrows boat ramp","waikato","wrc","Lowland","Forest","BDISC","Site",1.92,1.92,1.92,1.92,1.92,1
"ew-00082","43334","waikato river at ohaaki br","waikato","wrc","Upland","Forest","BDISC","Site",4.95,4.95,4.95,4.95,4.95,1
"ew-00083","43336","waikato river at ohakuri tailrace br","waikato","wrc","Upland","Forest","BDISC","Site",2.56,2.56,2.56,2.56,2.56,1
"ew-00084","43411","waikato river at tuakau br","waikato","wrc","Lowland","Forest","BDISC","Site",0.66,0.66,0.66,0.66,0.66,1
"ew-00085","43361","waikato river at waipapa tailrace","waikato","wrc","Lowland","Forest","BDISC","Site",2.19,2.19,2.19,2.19,2.19,1
"ew-00086","43278","waikato river at whakamaru tailrace","waikato","wrc","Upland","Forest","BDISC","Site",2.48,2.48,2.48,2.48,2.48,1
"ew-00087","43768","waingaro river (pukemiro) at ruakiwi rd off sh22","waikato","wrc","Lowland","Rural","BDISC","Site",0.765,0.765,0.765,0.765,0.765,1
"ew-00089","43809","waiomou stm at matamata-tauranga rd","waikato","wrc","Lowland","Rural","BDISC","Site",1.255,1.255,1.255,1.255,1.255,1
"ew-00090","43879","waiotapu stm at campbell rd br","waikato","wrc","Upland","Rural","BDISC","Site",1.11,1.11,1.11,1.11,1.11,1
"ew-00092","43910","waipa river at mangaokewa rd","waikato","wrc","Upland","Rural","BDISC","Site",1.82,1.82,1.82,1.82,1.82,1
"ew-00094","43915","waipa river at sh3 otorohanga","waikato","wrc","Lowland","Forest","BDISC","Site",1.175,1.175,1.175,1.175,1.175,1
"ew-00095","43992","waipapa stm (mokai) at tirohanga rd br","waikato","wrc","Upland","Forest","BDISC","Site",1.215,1.215,1.215,1.215,1.215,1
"ew-00096","44082","waitahanui river at blake rd","waikato","wrc","Upland","Forest","BDISC","Site",2.775,2.775,2.775,2.775,2.775,1
"ew-00097","44092","waitakaruru river (hauraki plains) at coxhead rd br","waikato","wrc","Lowland","Forest","BDISC","Site",1.05,1.05,1.05,1.05,1.05,1
"ew-00098","44178","waitawhiriwhiri stm at edgecumbe street","waikato","wrc","Lowland","Forest","BDISC","Site",0.37,0.37,0.37,0.37,0.37,1
"ew-00099","44241","waitekauri river at u/s ohinemuri conflu","waikato","wrc","Lowland","Forest","BDISC","Site",3.805,3.805,3.805,3.805,3.805,1
"ew-00100","44285","waitetuna river at te uku-waingaro rd","waikato","wrc","Lowland","Rural","BDISC","Site",0.74,0.74,0.74,0.74,0.74,1
"ew-00101","44331","waitoa river at landsdowne rd br","waikato","wrc","Lowland","Rural","BDISC","Site",1.21,1.21,1.21,1.21,1.21,1
"ew-00102","44334","waitoa river at mellon rd recorder","waikato","wrc","Lowland","Rural","BDISC","Site",0.82,0.82,0.82,0.82,0.82,1
"ew-00104","44391","waitomo stm at sh31 otorohanga","waikato","wrc","Lowland","Rural","BDISC","Site",0.52,0.52,0.52,0.52,0.52,1
"ew-00105","44379","waitomo stm at tumutumu rd","waikato","wrc","Lowland","Rural","BDISC","Site",0.95,0.95,0.95,0.95,0.95,1
"ew-00106","44407","waiwawa river at sh25 coroglen","waikato","wrc","Lowland","Forest","BDISC","Site",3.25,3.25,3.25,3.25,3.25,1
"ew-00108","44529","whakapipi stm at sh22 br","waikato","wrc","Lowland","Rural","BDISC","Site",1.55,1.55,1.55,1.55,1.55,1
"ew-00109","44580","whakauru stm at u/s  sh1 br","waikato","wrc","Upland","Forest","BDISC","Site",0.53,0.53,0.53,0.53,0.53,1
"ew-00110","44617","whangamarino river at island block rd","waikato","wrc","Lowland","Rural","BDISC","Site",0.16,0.16,0.16,0.16,0.16,1
"ew-00111","44607","whangamarino river at jefferies rd br","waikato","wrc","Lowland","Forest","BDISC","Site",0.26,0.26,0.26,0.26,0.26,1
"ew-00114","44677","whangape stm at rangiriri-glen murray rd","waikato","wrc","Lowland","Forest","BDISC","Site",0.12,0.12,0.12,0.12,0.12,1
"ew-00115","44749","wharekawa river at sh25","waikato","wrc","Lowland","Forest","BDISC","Site",2.57,2.57,2.57,2.57,2.57,1
"gdc-00027","gs1","Waipaoa at Kanakanaia (NRWQN) (GS1)","gisborne","niwa","Upland","Rural","BDISC","Site",0.093,0.093,0.093,0.093,0.093,1
"gw-00002","mangapouri stream at bennetts rd","mangapouri stream at bennetts rd","wellington","gwrc","Lowland","Urban","BDISC","Site",0.79,0.79,0.79,0.79,0.79,1
"gw-00004","waitohu stream at norfolk crescent","waitohu stream at norfolk crescent","wellington","gwrc","Lowland","Rural","BDISC","Site",0.93,0.93,0.93,0.93,0.93,1
"gw-00005","otaki river at pukehinau","otaki river at pukehinau","wellington","gwrc","Lowland","Forest","BDISC","Site",3.24,3.24,3.24,3.24,3.24,1
"gw-00006","otaki river at mouth","otaki river at mouth","wellington","gwrc","Lowland","Forest","BDISC","Site",2.99,2.99,2.99,2.99,2.99,1
"gw-00007","mangaone stream at sims road bridge","mangaone stream at sims road bridge","wellington","gwrc","Lowland","Rural","BDISC","Site",0.88,0.88,0.88,0.88,0.88,1
"gw-00010","waikanae river at greenaway rd","waikanae river at greenaway rd","wellington","gwrc","Lowland","Rural","BDISC","Site",4.91,4.91,4.91,4.91,4.91,1
"gw-00013","horokiri stream at snodgrass","horokiri stream at snodgrass","wellington","gwrc","Lowland","Rural","BDISC","Site",2.83,2.83,2.83,2.83,2.83,1
"gw-00014","pauatahanui stream at elmwood bridge","pauatahanui stream at elmwood bridge","wellington","gwrc","Lowland","Rural","BDISC","Site",2.015,2.015,2.015,2.015,2.015,1
"gw-00016","porirua stream at milk depot","porirua stream at wall park","wellington","gwrc","Lowland","Urban","BDISC","Site",2.27,2.27,2.27,2.27,2.27,1
"gw-00017","makara stream at kennels","makara stream at kennels","wellington","gwrc","Lowland","Rural","BDISC","Site",1.58,1.58,1.58,1.58,1.58,1
"gw-00018","karori stream at makara peak mountain bike park","karori stream at makara peak mountain bike park","wellington","gwrc","Lowland","Urban","BDISC","Site",2.81,2.81,2.81,2.81,2.81,1
"gw-00019","kaiwharawhara stream at ngaio gorge","kaiwharawhara stream at ngaio gorge","wellington","gwrc","Lowland","Urban","BDISC","Site",3.56,3.56,3.56,3.56,3.56,1
"gw-00020","hutt river at te marua intake site","hutt river at te marua intake site","wellington","gwrc","Lowland","Forest","BDISC","Site",4.635,4.635,4.635,4.635,4.635,1
"gw-00021","hutt river opposite manor park golf club","hutt river opposite manor park golf club","wellington","gwrc","Lowland","Forest","BDISC","Site",2.925,2.925,2.925,2.925,2.925,1
"gw-00022","hutt river at boulcott","hutt river at boulcott","wellington","gwrc","Lowland","Forest","BDISC","Site",2.495,2.495,2.495,2.495,2.495,1
"gw-00023","pakuratahi river 50m below farm creek","pakuratahi river 50m below farm creek","wellington","gwrc","Lowland","Forest","BDISC","Site",4.38,4.38,4.38,4.38,4.38,1
"gw-00024","mangaroa river at te marua","mangaroa river at te marua","wellington","gwrc","Lowland","Rural","BDISC","Site",1.59,1.59,1.59,1.59,1.59,1
"gw-00025","akatarawa river at hutt confluence","akatarawa river at hutt confluence","wellington","gwrc","Lowland","Forest","BDISC","Site",4.515,4.515,4.515,4.515,4.515,1
"gw-00026","whakatikei river at riverstone","whakatikei river at riverstone","wellington","gwrc","Lowland","Forest","BDISC","Site",4,4,4,4,4,1
"gw-00028","wainuiomata river at manuka track","wainuiomata river at manuka track","wellington","gwrc","Upland","Forest","BDISC","Site",3.11,3.11,3.11,3.11,3.11,1
"gw-00029","wainuiomata river dnstr of white bridge","wainuiomata river dnstr of white bridge","wellington","gwrc","Lowland","Forest","BDISC","Site",2.19,2.19,2.19,2.19,2.19,1
"gw-00031","ruamahanga river at mclays","ruamahanga river at mclays","wellington","gwrc","Upland","Forest","BDISC","Site",6.1,6.1,6.1,6.1,6.1,1
"gw-00032","ruamahanga river at te ore ore","ruamahanga river at te ore ore","wellington","gwrc","Lowland","Rural","BDISC","Site",2.635,2.635,2.635,2.635,2.635,1
"gw-00033","ruamahanga river at gladstone bridge","ruamahanga river at gladstone bridge","wellington","gwrc","Lowland","Rural","BDISC","Site",1.72,1.72,1.72,1.72,1.72,1
"gw-00034","ruamahanga river at pukio","ruamahanga river at pukio","wellington","gwrc","Lowland","Rural","BDISC","Site",1.42,1.42,1.42,1.42,1.42,1
"gw-00037","taueru river at gladstone","taueru river at gladstone","wellington","gwrc","Lowland","Rural","BDISC","Site",1.395,1.395,1.395,1.395,1.395,1
"gw-00038","kopuaranga river at stuarts","kopuaranga river at stuarts","wellington","gwrc","Lowland","Rural","BDISC","Site",1.825,1.825,1.825,1.825,1.825,1
"gw-00039","whangaehu river at 250m from confluence","whangaehu river at 250m from confluence","wellington","gwrc","Lowland","Rural","BDISC","Site",1.09,1.09,1.09,1.09,1.09,1
"gw-00040","waipoua river at colombo rd bridge","waipoua river at colombo rd bridge","wellington","gwrc","Lowland","Rural","BDISC","Site",4.15,4.15,4.15,4.15,4.15,1
"gw-00041","waingawa river at south rd","waingawa river at south rd","wellington","gwrc","Lowland","Forest","BDISC","Site",5.22,5.22,5.22,5.22,5.22,1
"gw-00042","whareama river at gauge","whareama river at gauge","wellington","gwrc","Lowland","Rural","BDISC","Site",0.76,0.76,0.76,0.76,0.76,1
"gw-00045","parkvale tributary at lowes reserve","parkvale tributary at lowes reserve","wellington","gwrc","Lowland","Rural","BDISC","Site",1.78,1.78,1.78,1.78,1.78,1
"gw-00046","parkvale stream at renalls weir","parkvale stream at renalls weir","wellington","gwrc","Lowland","Rural","BDISC","Site",1.51,1.51,1.51,1.51,1.51,1
"gw-00048","waiohine river at bicknells","waiohine river at bicknells","wellington","gwrc","Lowland","Rural","BDISC","Site",2.02,2.02,2.02,2.02,2.02,1
"gw-00050","mangatarere river at state highway 2","mangatarere river at state highway 2","wellington","gwrc","Lowland","Rural","BDISC","Site",2.05,2.05,2.05,2.05,2.05,1
"gw-00051","huangarua river at ponatahi bridge","huangarua river at ponatahi bridge","wellington","gwrc","Lowland","Rural","BDISC","Site",2.95,2.95,2.95,2.95,2.95,1
"gw-00053","awhea river at tora rd","awhea river at tora rd","wellington","gwrc","Lowland","Rural","BDISC","Site",1.84,1.84,1.84,1.84,1.84,1
"gw-00055","tauherenikau river at websters","tauherenikau river at websters","wellington","gwrc","Lowland","Forest","BDISC","Site",3.305,3.305,3.305,3.305,3.305,1
"gw-00264","waiwhetu stream at whites line east","waiwhetu stream at whites line east","wellington","gwrc","Lowland","Urban","BDISC","Site",1.24,1.24,1.24,1.24,1.24,1
"hbrc-00002","esk river at waipunga bridge","182","hawkes bay","hbrc","Lowland","Rural","BDISC","Site",2.3,2.3,2.3,2.3,2.3,1
"hbrc-00003","clive river u/s whakatu rail bridge","1925","hawkes bay","hbrc","Lowland","Rural","BDISC","Site",0.83,0.83,0.83,0.83,0.83,1
"hbrc-00004","maraetotara river at te awanga","714","hawkes bay","hbrc","Lowland","Rural","BDISC","Site",3.125,3.125,3.125,3.125,3.125,1
"hbrc-00005","tutaekuri river at brookfields bridge","1424","hawkes bay","hbrc","Lowland","Rural","BDISC","Site",2.5,2.5,2.5,2.5,2.5,1
"hbrc-00006","porangahau river at sh52 opposite quarry","998","hawkes bay","hbrc","Lowland","Rural","BDISC","Site",1.1,1.1,1.1,1.1,1.1,1
"hbrc-00007","tukituki river at black bridge","1374","hawkes bay","hbrc","Lowland","Rural","BDISC","Site",2.425,2.425,2.425,2.425,2.425,1
"hbrc-00008","makaretu stream at state highway 50","528","hawkes bay","hbrc","Upland","Rural","BDISC","Site",1.65,1.65,1.65,1.65,1.65,1
"hbrc-00009","tukipo river at state highway 50","1349","hawkes bay","hbrc","Upland","Rural","BDISC","Site",2.555,2.555,2.555,2.555,2.555,1
"hbrc-00010","poukawa stream at stock road","1044","hawkes bay","hbrc","Lowland","Rural","BDISC","Site",2.2,2.2,2.2,2.2,2.2,1
"hbrc-00011","mangaorapa stream at mangaorapa road","623","hawkes bay","hbrc","Lowland","Rural","BDISC","Site",1.5625,1.5625,1.5625,1.5625,1.5625,1
"hbrc-00012","maraetotara river at waimarama road","715","hawkes bay","hbrc","Lowland","Rural","BDISC","Site",3.45,3.45,3.45,3.45,3.45,1
"hbrc-00014","karewarewa stream at paki paki","400","hawkes bay","hbrc","Lowland","Rural","BDISC","Site",1.95,1.95,1.95,1.95,1.95,1
"hbrc-00015","mangaone river at rissington","569","hawkes bay","hbrc","Lowland","Rural","BDISC","Site",2.1,2.1,2.1,2.1,2.1,1
"hbrc-00017","tutaekuri river at lawrence hut","1429","hawkes bay","hbrc","Upland","Forest","BDISC","Site",6.67,6.67,6.67,6.67,6.67,1
"hbrc-00018","mangatarata stream at mangatarata road","667","hawkes bay","hbrc","Lowland","Rural","BDISC","Site",1.2075,1.2075,1.2075,1.2075,1.2075,1
"hbrc-00019","waipawa river at state highway 50","1590","hawkes bay","hbrc","Upland","Rural","BDISC","Site",1.1,1.1,1.1,1.1,1.1,1
"hbrc-00020","mangaonuku stream at waipawa tikokino rd","589","hawkes bay","hbrc","Upland","Rural","BDISC","Site",4.025,4.025,4.025,4.025,4.025,1
"hbrc-00021","ngaruroro river at whanawhana","815","hawkes bay","hbrc","Upland","Forest","BDISC","Site",1.511,1.511,1.511,1.511,1.511,1
"hbrc-00022","esk river at berry road","176","hawkes bay","hbrc","Upland","Rural","BDISC","Site",2,2,2,2,2,1
"hbrc-00023","sandy creek u/s lake tutira outlet","1146","hawkes bay","hbrc","Upland","Rural","BDISC","Site",1.8,1.8,1.8,1.8,1.8,1
"hbrc-00024","aropaoanui river at aropaoanui","39","hawkes bay","hbrc","Lowland","Rural","BDISC","Site",2.65,2.65,2.65,2.65,2.65,1
"hbrc-00026","mokomokonui stream u/s waipunga","757","hawkes bay","hbrc","Upland","Forest","BDISC","Site",2.35,2.35,2.35,2.35,2.35,1
"hbrc-00028","waiarua at s.h.5","1489","hawkes bay","hbrc","Upland","Forest","BDISC","Site",2.2,2.2,2.2,2.2,2.2,1
"hbrc-00029","kopuawhara stream at railway bridge","441","hawkes bay","hbrc","Lowland","Forest","BDISC","Site",2.67,2.67,2.67,2.67,2.67,1
"hbrc-00031","ruakituri river at sports ground","1126","hawkes bay","hbrc","Lowland","Rural","BDISC","Site",1.025,1.025,1.025,1.025,1.025,1
"hbrc-00032","hangaroa river at doneraille park","279","hawkes bay","hbrc","Lowland","Rural","BDISC","Site",0.95,0.95,0.95,0.95,0.95,1
