"LawaSiteID","CouncilSiteID","LFENZID","Agency","Region","LType","Measurement","nMeasures","frequency","period","TrendScore","ConfCat","AnalysisNote","AnalysisNoteSS","nFirstYear","nLastYear","numMonths","numQuarters","numYears","Observations","KWstat","pvalue","nObs","S","VarS","D","tau","Z","p","MKProbability","prop.censored","prop.unique","no.censorlevels","Median","Sen_VarS","AnnualSenSlope","Intercept","Lci","Uci","Sen_Probability","Probabilitymax","Probabilitymin","Percent.annual.change","standard"
"lawa-100264","lake manapouri near frazers beach top",54735,"es","southland","Stratified","NH4N",88,"unassessed, nM=84(162); nQ=45(54); nY=13(13)",15,NA,NA,NA,NA,0,11,84,45,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100264","lake manapouri near frazers beach top",54735,"es","southland","Stratified","TN",89,"unassessed, nM=85(162); nQ=46(54); nY=13(13)",15,NA,NA,NA,NA,0,11,85,46,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100264","lake manapouri near frazers beach top",54735,"es","southland","Stratified","Secchi",83,"unassessed, nM=80(162); nQ=43(54); nY=13(13)",15,NA,NA,NA,NA,0,11,80,43,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100264","lake manapouri near frazers beach top",54735,"es","southland","Stratified","CHLA",86,"unassessed, nM=83(162); nQ=46(54); nY=13(13)",15,NA,NA,NA,NA,0,11,83,46,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100264","lake manapouri near frazers beach top",54735,"es","southland","Stratified","ECOLI",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gw-00257","lake onoke 1",1,"gwrc","wellington","Icoll","TP",120,"unassessed, nM=109(162); nQ=42(54); nY=11(13)",15,NA,NA,NA,NA,0,12,109,42,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gw-00257","lake onoke 1",1,"gwrc","wellington","Icoll","NH4N",120,"unassessed, nM=109(162); nQ=42(54); nY=11(13)",15,NA,NA,NA,NA,0,12,109,42,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gw-00257","lake onoke 1",1,"gwrc","wellington","Icoll","TN",120,"unassessed, nM=109(162); nQ=42(54); nY=11(13)",15,NA,NA,NA,NA,0,12,109,42,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gw-00257","lake onoke 1",1,"gwrc","wellington","Icoll","Secchi",113,"unassessed, nM=103(162); nQ=42(54); nY=11(13)",15,NA,NA,NA,NA,0,12,103,42,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gw-00257","lake onoke 1",1,"gwrc","wellington","Icoll","CHLA",120,"unassessed, nM=109(162); nQ=42(54); nY=11(13)",15,NA,NA,NA,NA,0,12,109,42,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gw-00257","lake onoke 1",1,"gwrc","wellington","Icoll","ECOLI",27,"unassessed, nM=24(162); nQ=11(54); nY=4(13)",15,NA,NA,NA,NA,0,0,24,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orc-00034","lake onslow at boat ramp",1553,"orc","otago","Stratified","TP",109,"quarterly",15,2,"Very likely improving","ok",1,6,12,109,57,15,57,0.779304458004079,0.854410458088288,57,-452,21020.6666666667,1596,-0.283208020050125,-3.11066540415465,0.00186666320322672,0.000933331601613352,0,0.508771929824561,0,25,21020.6666666667,-0.831978723033415,30.8238510612339,-1.35140073822248,-0.376581698609381,0.00089065891041018,0.000241496859346824,0.00289976946336579,-3.32791489213366,NA
"orc-00034","lake onslow at boat ramp",1553,"orc","otago","Stratified","NH4N",110,"quarterly",15,NA,NA,"< 5 Non-censored values",1,6,12,110,58,15,58,3.88703537402628,0.273923474115721,58,NA,NA,NA,NA,NA,NA,NA,0.931034482758621,0.0517241379310345,1,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orc-00034","lake onslow at boat ramp",1553,"orc","otago","Stratified","TN",110,"quarterly",15,1,"Likely improving","ok",1,6,12,110,58,15,58,9.74809035122327,0.0208334235909705,58,-46,1471.33333333333,393,-0.11704834605598,-1.17315927022386,0.240731941872981,0.12036597093649,0,0.448275862068966,0,250,1471.33333333333,-1.81776708692767,262.95159049436,-3.85624391435038,0,0.11023116404593,0.045079138457785,0.224813813671506,-0.727106834771068,NA
"orc-00034","lake onslow at boat ramp",1553,"orc","otago","Stratified","Secchi",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orc-00034","lake onslow at boat ramp",1553,"orc","otago","Stratified","CHLA",97,"unassessed, nM=97(162); nQ=50(54); nY=14(13)",15,NA,NA,NA,NA,0,12,97,50,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orc-00034","lake onslow at boat ramp",1553,"orc","otago","Stratified","ECOLI",105,"quarterly",15,NA,NA,"< 3 unique values in Season",1,5,12,105,56,15,56,12.4735996085319,0.005924985272981,9,NA,NA,NA,NA,NA,NA,NA,0.839285714285714,0.160714285714286,2,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hbrc-00170","lake opouahi top",32478,"hbrc","hawkes bay","Stratified","TP",136,"unassessed, nM=68(162); nQ=47(54); nY=12(13)",15,NA,NA,NA,NA,0,8,68,47,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hbrc-00170","lake opouahi top",32478,"hbrc","hawkes bay","Stratified","NH4N",68,"unassessed, nM=68(162); nQ=47(54); nY=12(13)",15,NA,NA,NA,NA,0,8,68,47,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hbrc-00170","lake opouahi top",32478,"hbrc","hawkes bay","Stratified","TN",68,"unassessed, nM=68(162); nQ=47(54); nY=12(13)",15,NA,NA,NA,NA,0,8,68,47,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hbrc-00170","lake opouahi top",32478,"hbrc","hawkes bay","Stratified","Secchi",68,"unassessed, nM=68(162); nQ=47(54); nY=12(13)",15,NA,NA,NA,NA,0,8,68,47,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hbrc-00170","lake opouahi top",32478,"hbrc","hawkes bay","Stratified","CHLA",77,"unassessed, nM=66(162); nQ=46(54); nY=12(13)",15,NA,NA,NA,NA,0,7,66,46,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hbrc-00170","lake opouahi top",32478,"hbrc","hawkes bay","Stratified","ECOLI",62,"unassessed, nM=62(162); nQ=42(54); nY=11(13)",15,NA,NA,NA,NA,0,8,62,42,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-102705","lake orakai at jetty",36979,"hbrc","hawkes bay","Polymictic","TP",32,"unassessed, nM=15(162); nQ=6(54); nY=2(13)",15,NA,NA,NA,NA,0,11,15,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-102705","lake orakai at jetty",36979,"hbrc","hawkes bay","Polymictic","NH4N",16,"unassessed, nM=15(162); nQ=6(54); nY=2(13)",15,NA,NA,NA,NA,0,11,15,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-102705","lake orakai at jetty",36979,"hbrc","hawkes bay","Polymictic","TN",16,"unassessed, nM=15(162); nQ=6(54); nY=2(13)",15,NA,NA,NA,NA,0,11,15,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-102705","lake orakai at jetty",36979,"hbrc","hawkes bay","Polymictic","Secchi",8,"unassessed, nM=8(162); nQ=4(54); nY=2(13)",15,NA,NA,NA,NA,0,5,8,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-102705","lake orakai at jetty",36979,"hbrc","hawkes bay","Polymictic","CHLA",16,"unassessed, nM=15(162); nQ=6(54); nY=2(13)",15,NA,NA,NA,NA,0,11,15,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-102705","lake orakai at jetty",36979,"hbrc","hawkes bay","Polymictic","ECOLI",16,"unassessed, nM=15(162); nQ=6(54); nY=2(13)",15,NA,NA,NA,NA,0,11,15,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrc-00335","lake pauri composite",18933,"hrc","manawatu-whanganui","Stratified","TP",27,"unassessed, nM=27(162); nQ=23(54); nY=6(13)",15,NA,NA,NA,NA,0,8,27,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrc-00335","lake pauri composite",18933,"hrc","manawatu-whanganui","Stratified","NH4N",27,"unassessed, nM=27(162); nQ=23(54); nY=6(13)",15,NA,NA,NA,NA,0,8,27,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrc-00335","lake pauri composite",18933,"hrc","manawatu-whanganui","Stratified","TN",27,"unassessed, nM=27(162); nQ=23(54); nY=6(13)",15,NA,NA,NA,NA,0,8,27,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrc-00335","lake pauri composite",18933,"hrc","manawatu-whanganui","Stratified","Secchi",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrc-00335","lake pauri composite",18933,"hrc","manawatu-whanganui","Stratified","CHLA",27,"unassessed, nM=27(162); nQ=23(54); nY=6(13)",15,NA,NA,NA,NA,0,8,27,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrc-00335","lake pauri composite",18933,"hrc","manawatu-whanganui","Stratified","ECOLI",25,"unassessed, nM=25(162); nQ=21(54); nY=6(13)",15,NA,NA,NA,NA,0,8,25,21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100266","lake te anau at blue gum point top",52566,"es","southland","Stratified","TP",88,"unassessed, nM=84(162); nQ=45(54); nY=13(13)",15,NA,NA,NA,NA,0,11,84,45,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100266","lake te anau at blue gum point top",52566,"es","southland","Stratified","NH4N",87,"unassessed, nM=83(162); nQ=45(54); nY=13(13)",15,NA,NA,NA,NA,0,11,83,45,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100266","lake te anau at blue gum point top",52566,"es","southland","Stratified","TN",90,"unassessed, nM=86(162); nQ=46(54); nY=13(13)",15,NA,NA,NA,NA,0,11,86,46,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100266","lake te anau at blue gum point top",52566,"es","southland","Stratified","Secchi",80,"unassessed, nM=76(162); nQ=42(54); nY=13(13)",15,NA,NA,NA,NA,0,11,76,42,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100266","lake te anau at blue gum point top",52566,"es","southland","Stratified","CHLA",87,"unassessed, nM=83(162); nQ=46(54); nY=13(13)",15,NA,NA,NA,NA,0,11,83,46,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100266","lake te anau at blue gum point top",52566,"es","southland","Stratified","ECOLI",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100263","lake te anau at south fiord top",52566,"es","southland","Stratified","TP",89,"unassessed, nM=85(162); nQ=45(54); nY=13(13)",15,NA,NA,NA,NA,0,11,85,45,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100263","lake te anau at south fiord top",52566,"es","southland","Stratified","NH4N",88,"unassessed, nM=85(162); nQ=45(54); nY=13(13)",15,NA,NA,NA,NA,0,11,85,45,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100263","lake te anau at south fiord top",52566,"es","southland","Stratified","TN",90,"unassessed, nM=86(162); nQ=46(54); nY=13(13)",15,NA,NA,NA,NA,0,11,86,46,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100263","lake te anau at south fiord top",52566,"es","southland","Stratified","Secchi",86,"unassessed, nM=82(162); nQ=42(54); nY=13(13)",15,NA,NA,NA,NA,0,11,82,42,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100263","lake te anau at south fiord top",52566,"es","southland","Stratified","CHLA",85,"unassessed, nM=82(162); nQ=45(54); nY=13(13)",15,NA,NA,NA,NA,0,11,82,45,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100263","lake te anau at south fiord top",52566,"es","southland","Stratified","ECOLI",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orc-00035","lake tuakitoto at outlet",44599,"orc","otago","Polymictic","TP",157,"quarterly",15,-2,"Very likely degrading","ok",1,6,12,136,60,15,60,6.02663665249328,0.110321461148657,60,394,24246.6666666667,1770,0.222598870056497,2.5238673729734,0.01160717102424,0.99419641448788,0.233333333333333,0.883333333333333,14,102.2,24579.3333333333,1.60985584980366,90.327313107698,-0.509326314726493,3.39919944159036,0.888441847147253,0.884764805198763,0.892034162911309,1.57520141859458,NA
"orc-00035","lake tuakitoto at outlet",44599,"orc","otago","Polymictic","NH4N",157,"quarterly",15,NA,NA,"< 5 Non-censored values",1,6,12,136,60,15,60,13.2457896213184,0.00413412626875748,6,NA,NA,NA,NA,NA,NA,NA,0.95,0.1,3,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orc-00035","lake tuakitoto at outlet",44599,"orc","otago","Polymictic","TN",157,"quarterly",15,-2,"Very likely degrading","ok",1,6,12,136,60,15,60,18.6089038429454,0.000329323801555463,60,81,1601,420,0.192857142857143,1.99937529281625,0.0455677631397282,0.977216118430136,0.25,0.783333333333333,13,1047,1628.66666666667,10.5081367167061,969.502491714293,-9.05272087594912,30.4783606331245,0.793237808491884,0.771371211339852,0.813815391798692,1.00364247533009,NA
"orc-00035","lake tuakitoto at outlet",44599,"orc","otago","Polymictic","Secchi",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orc-00035","lake tuakitoto at outlet",44599,"orc","otago","Polymictic","CHLA",122,"quarterly",15,NA,NA,"< 5 Non-censored values",1,6,12,122,58,15,58,11.9763914756841,0.0074644724363898,4,NA,NA,NA,NA,NA,NA,NA,0.948275862068966,0.0689655172413793,1,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orc-00035","lake tuakitoto at outlet",44599,"orc","otago","Polymictic","ECOLI",156,"quarterly",15,2,"Very likely improving","ok",1,6,12,135,60,15,60,7.09917899106713,0.0688028930584828,60,-265,21025,1770,-0.149717514124294,-1.82068965517241,0.068654045579801,0.0343270227899005,0.566666666666667,0.45,5,47.25,21439.6666666667,0,47.25,-5.77386319287051,0,0.00873468035056213,4.29314038763451e-08,0.726079631578099,0,NA
"hbrc-00176","lake tutira top",36981,"hbrc","hawkes bay","Stratified","TP",272,"unassessed, nM=127(162); nQ=47(54); nY=12(13)",15,NA,NA,NA,NA,0,12,127,47,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hbrc-00176","lake tutira top",36981,"hbrc","hawkes bay","Stratified","NH4N",135,"unassessed, nM=126(162); nQ=47(54); nY=12(13)",15,NA,NA,NA,NA,0,12,126,47,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hbrc-00176","lake tutira top",36981,"hbrc","hawkes bay","Stratified","TN",136,"unassessed, nM=127(162); nQ=47(54); nY=12(13)",15,NA,NA,NA,NA,0,12,127,47,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hbrc-00176","lake tutira top",36981,"hbrc","hawkes bay","Stratified","Secchi",127,"unassessed, nM=119(162); nQ=47(54); nY=12(13)",15,NA,NA,NA,NA,0,11,119,47,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hbrc-00176","lake tutira top",36981,"hbrc","hawkes bay","Stratified","CHLA",160,"unassessed, nM=120(162); nQ=45(54); nY=12(13)",15,NA,NA,NA,NA,0,12,120,45,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hbrc-00176","lake tutira top",36981,"hbrc","hawkes bay","Stratified","ECOLI",125,"unassessed, nM=118(162); nQ=45(54); nY=12(13)",15,NA,NA,NA,NA,0,12,118,45,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100210","lake vincent centre",43649,"es","southland","Polymictic","TP",43,"unassessed, nM=42(162); nQ=22(54); nY=6(13)",15,NA,NA,NA,NA,0,12,42,22,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100210","lake vincent centre",43649,"es","southland","Polymictic","NH4N",43,"unassessed, nM=42(162); nQ=22(54); nY=6(13)",15,NA,NA,NA,NA,0,12,42,22,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100210","lake vincent centre",43649,"es","southland","Polymictic","TN",43,"unassessed, nM=42(162); nQ=22(54); nY=6(13)",15,NA,NA,NA,NA,0,12,42,22,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100210","lake vincent centre",43649,"es","southland","Polymictic","Secchi",22,"unassessed, nM=22(162); nQ=14(54); nY=4(13)",15,NA,NA,NA,NA,0,8,22,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100210","lake vincent centre",43649,"es","southland","Polymictic","CHLA",43,"unassessed, nM=42(162); nQ=22(54); nY=6(13)",15,NA,NA,NA,NA,0,12,42,22,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100210","lake vincent centre",43649,"es","southland","Polymictic","ECOLI",35,"unassessed, nM=34(162); nQ=15(54); nY=4(13)",15,NA,NA,NA,NA,0,12,34,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100209","lake vincent north",43649,"es","southland","Polymictic","TP",43,"unassessed, nM=42(162); nQ=22(54); nY=6(13)",15,NA,NA,NA,NA,0,12,42,22,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100209","lake vincent north",43649,"es","southland","Polymictic","NH4N",43,"unassessed, nM=42(162); nQ=22(54); nY=6(13)",15,NA,NA,NA,NA,0,12,42,22,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100209","lake vincent north",43649,"es","southland","Polymictic","TN",43,"unassessed, nM=42(162); nQ=22(54); nY=6(13)",15,NA,NA,NA,NA,0,12,42,22,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100209","lake vincent north",43649,"es","southland","Polymictic","Secchi",32,"unassessed, nM=32(162); nQ=17(54); nY=5(13)",15,NA,NA,NA,NA,0,12,32,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100209","lake vincent north",43649,"es","southland","Polymictic","CHLA",43,"unassessed, nM=42(162); nQ=22(54); nY=6(13)",15,NA,NA,NA,NA,0,12,42,22,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-100209","lake vincent north",43649,"es","southland","Polymictic","ECOLI",35,"unassessed, nM=34(162); nQ=15(54); nY=4(13)",15,NA,NA,NA,NA,0,12,34,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orc-00036","lake waihola at end of jetty",44391,"orc","otago","Polymictic","TP",111,"quarterly",15,1,"Likely improving","ok",1,6,0,106,55,14,55,12.4086329765507,0.00610674259563756,55,-18,1266.66666666667,351,-0.0512820512820513,-0.477658763906664,0.632893098466351,0.316446549233175,0,0.818181818181818,0,46,1266.66666666667,-0.495724755700326,49.3461421009772,-2.00318170288556,0.657402044472101,0.29672130513561,0.277578878997334,0.316446549233175,-1.07766251239201,NA
"orc-00036","lake waihola at end of jetty",44391,"orc","otago","Polymictic","NH4N",111,"quarterly",15,NA,NA,"< 5 Non-censored values",1,6,0,106,55,14,55,4.23675176175177,0.237007998716231,55,NA,NA,NA,NA,NA,NA,NA,0.945454545454545,0.0545454545454545,1,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orc-00036","lake waihola at end of jetty",44391,"orc","otago","Polymictic","TN",111,"quarterly",15,1,"Likely improving","ok",1,6,0,106,55,14,55,14.7583064088153,0.00203528652465731,55,-24,1266.66666666667,351,-0.0683760683760684,-0.646244209991369,0.518121212324523,0.259060606162262,0,0.818181818181818,0,460,1266.66666666667,-4.42481449699662,489.867497854727,-14.7967909866401,4.86535414271458,0.241202603583113,0.224035612210056,0.259060606162262,-0.961916194999265,NA
"orc-00036","lake waihola at end of jetty",44391,"orc","otago","Polymictic","Secchi",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orc-00036","lake waihola at end of jetty",44391,"orc","otago","Polymictic","CHLA",107,"unassessed, nM=102(162); nQ=52(54); nY=14(13)",15,NA,NA,NA,NA,6,0,102,52,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orc-00036","lake waihola at end of jetty",44391,"orc","otago","Polymictic","ECOLI",214,"quarterly",15,NA,NA,"< 3 unique values in Season",1,6,0,116,55,14,55,11.043144393962,0.0114948505439604,5,NA,NA,NA,NA,NA,NA,NA,0.872727272727273,0.0909090909090909,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-102689","lake waihola at waihola mid",44391,"orc","otago","Polymictic","TP",27,"unassessed, nM=23(162); nQ=14(54); nY=5(13)",15,NA,NA,NA,NA,0,4,23,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lawa-102689","lake waihola at waihola mid",44391,"orc","otago","Polymictic","NH4N",27,"unassessed, nM=23(162); nQ=14(54); nY=5(13)",15,NA,NA,NA,NA,0,4,23,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
