"Site","Bore","Var","StartDate","EndDate","nMeas","MinVal","MaxVal"
"LAWA-100771","F44/0039","Electrical conductivity/salinity","2015-03-18","2017-03-22","8","113","120"
"LAWA-100771","F44/0039","Nitrate nitrogen","2015-03-18","2017-03-22","16","4.2","4.8"
"LAWA-100771","F44/0039","Nitrogen - Other","2015-03-18","2017-03-22","19","0.001","4.9"
"LAWA-100771","F44/0039","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-100772","F44/0139","Ammoniacal nitrogen","2015-03-18","2019-06-19","18","0.005","0.005"
"LAWA-100772","F44/0139","Chloride","2015-03-18","2019-06-19","18","10.7","12.3"
"LAWA-100772","F44/0139","Dissolved reactive phosphorus","2015-03-18","2019-06-19","18","0.009","0.016"
"LAWA-100772","F44/0139","E.coli","2015-03-18","2019-06-19","18","0.5","3"
"LAWA-100772","F44/0139","Electrical conductivity/salinity","2015-03-18","2019-06-19","18","180","216"
"LAWA-100772","F44/0139","Nitrate nitrogen","2015-03-18","2019-06-19","36","12.7","16.4"
"LAWA-100772","F44/0139","Nitrogen - Other","2015-03-18","2019-06-19","48","0.001","16.4"
"LAWA-100772","F44/0139","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-100827","F44/0326","Ammoniacal nitrogen","2016-05-05","2016-05-05","1","0.005","0.005"
"LAWA-100827","F44/0326","Chloride","2016-05-05","2016-05-05","1","6.8","6.8"
"LAWA-100827","F44/0326","Dissolved reactive phosphorus","2016-05-05","2016-05-05","1","0.01","0.01"
"LAWA-100827","F44/0326","E.coli",NA,NA,"0","Inf","-Inf"
"LAWA-100827","F44/0326","Electrical conductivity/salinity","2016-05-05","2016-05-05","1","146","146"
"LAWA-100827","F44/0326","Nitrate nitrogen","2016-05-05","2016-05-05","2","4.7","4.7"
"LAWA-100827","F44/0326","Nitrogen - Other","2016-05-05","2016-05-05","3","0.001","4.8"
"LAWA-100827","F44/0326","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-100753","F44/0467","Ammoniacal nitrogen","2017-11-21","2019-07-16","7","0.005","0.02"
"LAWA-100753","F44/0467","Chloride","2017-11-21","2019-07-16","7","4.3","7"
"LAWA-100753","F44/0467","Dissolved reactive phosphorus","2018-03-21","2019-07-16","6","0.012","0.018"
"LAWA-100753","F44/0467","E.coli","2017-11-21","2019-07-16","7","0.5","2"
"LAWA-100753","F44/0467","Electrical conductivity/salinity","2018-03-21","2019-07-16","6","108","118"
"LAWA-100753","F44/0467","Nitrate nitrogen","2017-11-21","2019-07-16","13","3","4.5"
"LAWA-100753","F44/0467","Nitrogen - Other","2018-03-21","2019-07-16","18","0.001","4.5"
"LAWA-100753","F44/0467","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-100760","F45/0167","Ammoniacal nitrogen","2015-03-17","2019-06-20","18","0.005","0.015"
"LAWA-100760","F45/0167","Chloride","2015-03-17","2019-06-20","18","16.4","48"
"LAWA-100760","F45/0167","Dissolved reactive phosphorus","2015-03-17","2019-06-20","18","0.002","0.012"
"LAWA-100760","F45/0167","E.coli","2015-03-17","2019-06-20","18","0.5","1"
"LAWA-100760","F45/0167","Electrical conductivity/salinity","2015-03-17","2019-06-20","18","236","398"
"LAWA-100760","F45/0167","Nitrate nitrogen","2015-03-17","2019-06-20","36","6.6","14.7"
"LAWA-100760","F45/0167","Nitrogen - Other","2015-03-17","2019-06-20","54","0.001","14.9"
"LAWA-100760","F45/0167","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-100764","F45/0168","Ammoniacal nitrogen","2015-03-17","2019-07-16","17","0.005","0.016"
"LAWA-100764","F45/0168","Chloride","2015-03-17","2019-07-16","17","22","28"
"LAWA-100764","F45/0168","Dissolved reactive phosphorus","2015-03-17","2019-07-16","17","0.017","0.026"
"LAWA-100764","F45/0168","E.coli","2015-03-17","2019-07-16","17","0.5","2662"
"LAWA-100764","F45/0168","Electrical conductivity/salinity","2015-03-17","2019-07-16","17","208","253"
"LAWA-100764","F45/0168","Nitrate nitrogen","2015-03-17","2019-07-16","34","2.2","5.7"
"LAWA-100764","F45/0168","Nitrogen - Other","2015-03-17","2019-07-16","51","0.001","6.1"
"LAWA-100764","F45/0168","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-100788","F45/0172","Ammoniacal nitrogen","2015-03-17","2019-06-20","16","0.005","0.01"
"LAWA-100788","F45/0172","Chloride","2015-03-17","2019-06-20","16","22","330"
"LAWA-100788","F45/0172","Dissolved reactive phosphorus","2015-03-17","2019-06-20","16","0.008","0.02"
"LAWA-100788","F45/0172","E.coli","2015-03-17","2019-06-20","16","0.5","1"
"LAWA-100788","F45/0172","Electrical conductivity/salinity","2015-03-17","2019-06-20","16","238","981"
"LAWA-100788","F45/0172","Nitrate nitrogen","2015-03-17","2019-06-20","32","8.8","24"
"LAWA-100788","F45/0172","Nitrogen - Other","2015-03-17","2019-06-20","48","0.001","24"
"LAWA-100788","F45/0172","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-100964","F45/0350","Ammoniacal nitrogen","2015-03-10","2019-09-16","17","0.0015","0.05"
"LAWA-100964","F45/0350","Chloride","2015-03-10","2019-09-16","17","18.1","26"
"LAWA-100964","F45/0350","Dissolved reactive phosphorus","2015-03-10","2019-03-18","5","0.01","0.01"
"LAWA-100964","F45/0350","E.coli",NA,NA,"0","Inf","-Inf"
"LAWA-100964","F45/0350","Electrical conductivity/salinity","2015-03-10","2019-03-18","5","206","231"
"LAWA-100964","F45/0350","Nitrate nitrogen","2015-03-10","2019-09-16","17","0.005","3.2"
"LAWA-100964","F45/0350","Nitrogen - Other",NA,NA,"0","Inf","-Inf"
"LAWA-100964","F45/0350","Water Level","2015-03-10","2018-12-17","15","-2.419","-1.632"
"LAWA-100786","F45/0463","Ammoniacal nitrogen","2015-01-05","2018-12-17","35","0.005","0.005"
