Station_no,Station_name,Timestamp,Sample_depth,Parametertype_name,value_sign,Value,Unit_name,Value_quality
45001,Lake Rototoa @ Buoy / 45001,26/04/2010,6,Tot N (mg/l),,0.26,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,4/03/2010,5,Tot N (mg/l),,0.25,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,3/03/2010,1,Tot N (mg/l),,0.37,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,3/03/2010,2,Tot N (mg/l),,0.25,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,3/03/2010,6,Tot N (mg/l),,0.23,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,14/01/2010,5,Tot N (mg/l),,0.26,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,13/01/2010,1,Tot N (mg/l),,0.42,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,13/01/2010,2,Tot N (mg/l),,0.28,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,13/01/2010,5,Tot N (mg/l),,0.25,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,26/11/2009,5,Tot N (mg/l),,0.37,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,25/11/2009,1,Tot N (mg/l),,0.41,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,25/11/2009,3,Tot N (mg/l),,0.3,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,25/11/2009,6,Tot N (mg/l),,0.25,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,20/08/2009,14,Tot N (mg/l),,0.28,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,19/08/2009,1,Tot N (mg/l),,0.59,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,19/08/2009,3,Tot N (mg/l),,0.34,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,19/08/2009,3,Tot N (mg/l),,0.3,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,28/05/2009,11,Tot N (mg/l),,0.32,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,27/05/2009,1,Tot N (mg/l),,0.45,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,27/05/2009,3,Tot N (mg/l),,0.32,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,27/05/2009,5,Tot N (mg/l),,0.36,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,16/04/2009,8,Tot N (mg/l),,0.24,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,15/04/2009,1,Tot N (mg/l),,0.47,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,15/04/2009,3,Tot N (mg/l),,0.21,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,15/04/2009,8,Tot N (mg/l),,0.21,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,3/06/1993,0,Tot N (mg/l),,0.013,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,3/06/1993,0,Tot N (mg/l),,0.007,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,3/06/1993,0,Tot N (mg/l),,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,31/08/1993,0,Tot N (mg/l),,0.016,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,31/08/1993,0,Tot N (mg/l),,0.008,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,31/08/1993,0,Tot N (mg/l),,0.014,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,16/11/1993,0,Tot N (mg/l),,0.005,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,16/11/1993,0,Tot N (mg/l),,0.003,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,16/11/1993,0,Tot N (mg/l),,0.005,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,22/02/1994,5,Tot N (mg/l),,1.008,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,24/02/1994,0,Tot N (mg/l),,0.006,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,24/02/1994,0,Tot N (mg/l),,0.006,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,24/02/1994,0,Tot N (mg/l),,1.014,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,26/05/1994,0,Tot N (mg/l),,1.008,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,26/05/1994,0,Tot N (mg/l),,0.003,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,26/05/1994,0,Tot N (mg/l),,0.008,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,26/05/1994,5,Tot N (mg/l),,1.007,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,24/08/1994,0,Tot N (mg/l),,0.008,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,24/08/1994,0,Tot N (mg/l),,0.006,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,24/08/1994,0,Tot N (mg/l),,0.006,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,24/08/1994,5,Tot N (mg/l),,0.011,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,17/11/1994,0,Tot N (mg/l),,1.003,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,17/11/1994,0,Tot N (mg/l),,0.003,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,17/11/1994,0,Tot N (mg/l),,1.006,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,17/11/1994,5,Tot N (mg/l),,0.004,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,15/02/1995,0,Tot N (mg/l),,0.002,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,15/02/1995,0,Tot N (mg/l),,1.002,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,15/02/1995,0,Tot N (mg/l),,1.004,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,15/02/1995,5,Tot N (mg/l),,1.006,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,29/05/1995,5,Tot N (mg/l),,0.005,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,8/06/1995,0,Tot N (mg/l),,0.008,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,8/06/1995,0,Tot N (mg/l),,0.006,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,8/06/1995,0,Tot N (mg/l),,1.007,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,3/08/1995,5,Tot N (mg/l),,1.012,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,4/08/1995,0,Tot N (mg/l),,0.052,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,4/08/1995,0,Tot N (mg/l),,0.354,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,4/08/1995,0,Tot N (mg/l),,1.142,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,22/11/1995,0,Tot N (mg/l),,0,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,22/11/1995,0,Tot N (mg/l),,0,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,22/11/1995,0,Tot N (mg/l),,0.005,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,22/11/1995,5,Tot N (mg/l),,0,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,26/02/1996,0,Tot N (mg/l),,0,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,26/02/1996,0,Tot N (mg/l),,0,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,26/02/1996,0,Tot N (mg/l),,1,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,27/02/1996,5,Tot N (mg/l),,0,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,22/05/1996,5,Tot N (mg/l),,0.006,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,7/06/1996,0,Tot N (mg/l),,0.074,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,7/06/1996,0,Tot N (mg/l),,0,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,7/06/1996,0,Tot N (mg/l),,0.005,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,13/08/1996,5,Tot N (mg/l),,0.048,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,30/08/1996,0,Tot N (mg/l),,0.092,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,30/08/1996,0,Tot N (mg/l),,0.014,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,30/08/1996,0,Tot N (mg/l),,1.035,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,13/11/1996,5,Tot N (mg/l),,1.007,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,21/11/1996,0,Tot N (mg/l),,0.066,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,21/11/1996,0,Tot N (mg/l),,0.011,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,21/11/1996,0,Tot N (mg/l),,1.005,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,12/02/1997,5,Tot N (mg/l),,0.006,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,13/02/1997,0,Tot N (mg/l),,1.007,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,13/02/1997,0,Tot N (mg/l),,1.007,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,13/02/1997,0,Tot N (mg/l),,1.005,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,21/05/1997,0,Tot N (mg/l),,0.014,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,21/05/1997,0,Tot N (mg/l),,0.007,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,21/05/1997,0,Tot N (mg/l),,0,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,21/05/1997,5,Tot N (mg/l),,1.063,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,13/08/1997,5,Tot N (mg/l),,0.017,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,26/08/1997,0,Tot N (mg/l),,0.041,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,26/08/1997,0,Tot N (mg/l),,0.007,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,26/08/1997,0,Tot N (mg/l),,0.006,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,19/11/1997,0,Tot N (mg/l),,0.041,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,19/11/1997,0,Tot N (mg/l),,1.006,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,19/11/1997,0,Tot N (mg/l),,0.008,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,19/11/1997,5,Tot N (mg/l),,0.005,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,16/02/1998,0,Tot N (mg/l),,0.009,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,16/02/1998,0,Tot N (mg/l),,1,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,16/02/1998,0,Tot N (mg/l),,1.005,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,16/02/1998,5,Tot N (mg/l),,0.009,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,11/05/1998,5,Tot N (mg/l),,0,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,13/05/1998,0,Tot N (mg/l),,1.009,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,13/05/1998,0,Tot N (mg/l),,1.013,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,18/05/1998,0,Tot N (mg/l),,1.016,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,12/08/1998,5,Tot N (mg/l),,1.004,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,13/08/1998,0,Tot N (mg/l),,1.12,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,13/08/1998,0,Tot N (mg/l),,1.038,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,13/08/1998,0,Tot N (mg/l),,1.025,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,9/11/1998,0,Tot N (mg/l),,1.079,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,9/11/1998,0,Tot N (mg/l),,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,9/11/1998,0,Tot N (mg/l),,1.006,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,10/11/1998,5,Tot N (mg/l),,0.002,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,18/02/1999,5,Tot N (mg/l),,0.007,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,22/02/1999,0,Tot N (mg/l),,0.014,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,22/02/1999,0,Tot N (mg/l),,0.008,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,22/02/1999,0,Tot N (mg/l),,1.014,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,19/05/1999,0,Tot N (mg/l),,1.017,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,19/05/1999,0,Tot N (mg/l),,0.012,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,19/05/1999,0,Tot N (mg/l),,0.012,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,21/05/1999,5,Tot N (mg/l),,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,29/11/1999,0,Tot N (mg/l),,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,29/11/1999,0,Tot N (mg/l),,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,29/11/1999,0,Tot N (mg/l),,0.026,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,2/12/1999,5,Tot N (mg/l),,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,3/02/2000,0,Tot N (mg/l),,1.007,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,3/02/2000,0,Tot N (mg/l),,0.007,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,3/02/2000,0,Tot N (mg/l),,1.006,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,4/02/2000,5,Tot N (mg/l),,0.009,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,7/08/2000,5,Tot N (mg/l),,0.015,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,9/08/2000,0,Tot N (mg/l),,0.065,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,9/08/2000,0,Tot N (mg/l),,0.015,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,9/08/2000,0,Tot N (mg/l),,0.036,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,15/12/2000,5,Tot N (mg/l),,2.018,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,18/12/2000,0,Tot N (mg/l),,0.004,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,18/12/2000,0,Tot N (mg/l),,1.003,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,18/12/2000,0,Tot N (mg/l),,3.006,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,9/02/2001,5,Tot N (mg/l),,0.011,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,5/03/2001,0,Tot N (mg/l),,1.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,7/05/2001,5,Tot N (mg/l),,5.004,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,20/09/2001,5,Tot N (mg/l),,2.014,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,26/09/2001,0,Tot N (mg/l),,0.003,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,26/09/2001,0,Tot N (mg/l),,0.009,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,26/09/2001,0,Tot N (mg/l),,0.009,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,13/11/2001,5,Tot N (mg/l),,0.013,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,28/11/2001,0,Tot N (mg/l),,0.003,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,28/11/2001,0,Tot N (mg/l),,1.003,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,28/11/2001,0,Tot N (mg/l),,1.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,15/02/2002,5,Tot N (mg/l),,2.002,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,18/02/2002,0,Tot N (mg/l),,0.009,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,18/02/2002,0,Tot N (mg/l),,0.007,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,18/02/2002,0,Tot N (mg/l),,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,17/06/2002,0,Tot N (mg/l),,0.028,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,17/06/2002,0,Tot N (mg/l),,1.011,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,17/06/2002,0,Tot N (mg/l),,0.08,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,25/06/2002,5,Tot N (mg/l),,0.018,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,28/08/2002,0,Tot N (mg/l),,2.075,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,28/08/2002,0,Tot N (mg/l),,2.019,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,28/08/2002,0,Tot N (mg/l),,0.022,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,29/08/2002,5,Tot N (mg/l),,0.014,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,19/11/2002,0,Tot N (mg/l),,1.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,20/11/2002,0,Tot N (mg/l),,1.023,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,25/11/2002,5,Tot N (mg/l),,1.02,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,6/03/2003,0,Tot N (mg/l),,0.004,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,6/03/2003,0,Tot N (mg/l),,0.006,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,7/03/2003,0,Tot N (mg/l),,0.003,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,17/03/2003,5,Tot N (mg/l),,1.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,8/05/2003,0,Tot N (mg/l),,1.009,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,8/05/2003,0,Tot N (mg/l),,1.003,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,8/05/2003,0,Tot N (mg/l),,1.006,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,14/05/2003,5,Tot N (mg/l),,3.005,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,11/09/2003,0,Tot N (mg/l),,0.02,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,11/09/2003,0,Tot N (mg/l),,0.002,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,7/10/2003,5,Tot N (mg/l),,1.009,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,14/11/2003,5,Tot N (mg/l),,1.005,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,18/11/2003,0,Tot N (mg/l),,0.004,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,18/11/2003,0,Tot N (mg/l),,0.004,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,20/11/2003,0,Tot N (mg/l),,0.006,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,25/02/2004,0,Tot N (mg/l),,1.012,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,26/02/2004,0,Tot N (mg/l),,1.015,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,26/02/2004,0,Tot N (mg/l),,0.013,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,4/03/2004,5,Tot N (mg/l),,0,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,15/04/2004,5,Tot N (mg/l),,1.005,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,18/05/2004,0,Tot N (mg/l),,0.016,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,18/05/2004,0,Tot N (mg/l),,1.006,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,26/05/2004,5,Tot N (mg/l),,0.037,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,27/05/2004,0,Tot N (mg/l),,1.008,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,13/08/2004,5,Tot N (mg/l),,0.025,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,20/08/2004,0,Tot N (mg/l),,0.056,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,20/08/2004,1,Tot N (mg/l),,1.014,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,20/08/2004,0,Tot N (mg/l),,1.004,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,22/09/2004,0,Tot N (mg/l),,0.014,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,29/10/2004,1,Tot N (mg/l),,0.004,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,23/11/2004,6,Tot N (mg/l),,1,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,23/11/2004,1,Tot N (mg/l),,1.002,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,24/11/2004,6,Tot N (mg/l),,0.027,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,25/11/2004,3,Tot N (mg/l),,0.016,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,21/12/2004,0,Tot N (mg/l),,0.003,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,12/01/2005,5,Tot N (mg/l),,2.014,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,18/01/2005,1,Tot N (mg/l),,0.011,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,18/01/2005,1,Tot N (mg/l),,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,18/01/2005,1,Tot N (mg/l),,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,10/02/2005,4,Tot N (mg/l),,1.035,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,17/03/2005,2,Tot N (mg/l),,0.005,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,17/03/2005,3,Tot N (mg/l),,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,17/03/2005,1,Tot N (mg/l),,0.009,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,18/03/2005,0,Tot N (mg/l),,1.011,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,20/05/2005,1,Tot N (mg/l),,1.006,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,20/05/2005,1,Tot N (mg/l),,0.007,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,20/05/2005,1,Tot N (mg/l),,0.004,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,31/05/2005,10,Tot N (mg/l),,0.003,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,11/08/2005,1,Tot N (mg/l),,0.013,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,11/08/2005,1,Tot N (mg/l),,0.014,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,11/08/2005,1,Tot N (mg/l),,1.018,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,23/11/2005,5,Tot N (mg/l),,1,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,24/11/2005,2,Tot N (mg/l),,0.015,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,24/11/2005,1,Tot N (mg/l),,0.021,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,25/11/2005,3,Tot N (mg/l),,0.019,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,10/01/2006,1,Tot N (mg/l),,0.025,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,11/01/2006,6,Tot N (mg/l),,0.007,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,12/01/2006,3,Tot N (mg/l),,0.006,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,16/02/2006,1,Tot N (mg/l),,1,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,16/02/2006,1,Tot N (mg/l),,0.007,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,16/02/2006,1,Tot N (mg/l),,0.022,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,23/02/2006,8,Tot N (mg/l),,1.031,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,21/04/2006,4,Tot N (mg/l),,2.033,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,21/04/2006,0,Tot N (mg/l),,0.006,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,21/04/2006,1,Tot N (mg/l),,0.025,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,5/05/2006,9,Tot N (mg/l),,0.005,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,30/05/2006,0,Tot N (mg/l),,0.007,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,30/05/2006,0,Tot N (mg/l),,0.007,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,30/05/2006,0,Tot N (mg/l),,0.011,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,2/06/2006,13,Tot N (mg/l),,0.042,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,1/09/2006,1,Tot N (mg/l),,0.009,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,1/09/2006,0,Tot N (mg/l),,0.011,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,1/09/2006,0,Tot N (mg/l),,1.015,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,6/10/2006,4,Tot N (mg/l),,0.011,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,15/11/2006,6,Tot N (mg/l),,0.021,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,22/11/2006,3,Tot N (mg/l),,0.012,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,22/11/2006,5,Tot N (mg/l),,0.007,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,22/11/2006,1,Tot N (mg/l),,1.012,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,16/01/2007,1,Tot N (mg/l),,0.009,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,16/01/2007,6,Tot N (mg/l),,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,16/01/2007,1,Tot N (mg/l),,1.009,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,24/01/2007,5,Tot N (mg/l),,1.011,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,12/02/2007,3,Tot N (mg/l),,0.008,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,12/02/2007,6,Tot N (mg/l),,0.007,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,12/02/2007,1,Tot N (mg/l),,0.009,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,20/02/2007,4,Tot N (mg/l),,0.015,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,3/04/2007,3,Tot N (mg/l),,0,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,3/04/2007,7,Tot N (mg/l),,0,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,3/04/2007,1,Tot N (mg/l),,0.003,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,5/04/2007,8,Tot N (mg/l),,0.005,milligram per litre,10
