Station_no,Station_name,Timestamp,Sample_depth,Parametertype_name,value_sign,Value,Unit_name,Value_quality
7605,Lake Pupuke @ Buoy / 7605,21/05/2007,8,Tot N (mg/l),,0.005,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,22/05/2007,3,Tot N (mg/l),,0.002,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,22/05/2007,6,Tot N (mg/l),,0.003,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,22/05/2007,1,Tot N (mg/l),,1.008,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,21/08/2007,3,Tot N (mg/l),,0.041,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,21/08/2007,5,Tot N (mg/l),,0.008,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,21/08/2007,0,Tot N (mg/l),,0.028,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,22/08/2007,14,Tot N (mg/l),,0.021,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,30/10/2007,3,Tot N (mg/l),,0.008,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,30/10/2007,7,Tot N (mg/l),,0.006,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,30/10/2007,1,Tot N (mg/l),,0.008,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,31/10/2007,8,Tot N (mg/l),,0.011,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,13/12/2007,2,Tot N (mg/l),,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,13/12/2007,5,Tot N (mg/l),,0.011,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,13/12/2007,1,Tot N (mg/l),,0.034,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,14/12/2007,12,Tot N (mg/l),,0.008,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,26/02/1993,0,Tot N (mg/l),,0.011,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,26/02/1993,0,Tot N (mg/l),,0.02,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,5/03/2001,0,Tot N (mg/l),,0.009,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,26/02/1993,0,Tot N (mg/l),,0.008,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,20/12/2019,4,pH (pH units),,9.28,scalar,10
6303,Lake Tomorata @ Buoy / 6303,11/12/2019,1,pH (pH units),,7.29,scalar,10
44616,Lake Wainamu @ Buoy / 44616,11/12/2019,3,pH (pH units),,7.36,scalar,10
45001,Lake Rototoa @ Buoy / 45001,11/12/2019,5,pH (pH units),,8.69,scalar,10
7605,Lake Pupuke @ Buoy / 7605,26/09/2019,14,pH (pH units),,8.54,scalar,10
6303,Lake Tomorata @ Buoy / 6303,20/09/2019,1,pH (pH units),,7.81,scalar,10
44616,Lake Wainamu @ Buoy / 44616,20/09/2019,3,pH (pH units),,7.76,scalar,10
45001,Lake Rototoa @ Buoy / 45001,20/09/2019,6,pH (pH units),,8.32,scalar,10
6303,Lake Tomorata @ Buoy / 6303,7/08/2019,1,pH (pH units),,6.66,scalar,10
44616,Lake Wainamu @ Buoy / 44616,7/08/2019,3,pH (pH units),,7.55,scalar,10
45001,Lake Rototoa @ Buoy / 45001,7/08/2019,6,pH (pH units),,7.78,scalar,10
7605,Lake Pupuke @ Buoy / 7605,8/04/2019,15,pH (pH units),,7.38,scalar,10
7605,Lake Pupuke @ Buoy / 7605,19/02/2019,5,pH (pH units),,7.83,scalar,10
7605,Lake Pupuke @ Buoy / 7605,30/01/2019,6,pH (pH units),,7.96,scalar,10
7605,Lake Pupuke @ Buoy / 7605,27/11/2018,10,pH (pH units),,8.97,scalar,10
7605,Lake Pupuke @ Buoy / 7605,17/10/2018,14,pH (pH units),,7.73,scalar,10
7605,Lake Pupuke @ Buoy / 7605,23/07/2018,14,pH (pH units),,7.82,scalar,10
7605,Lake Pupuke @ Buoy / 7605,15/06/2018,14,pH (pH units),,7.88,scalar,10
7605,Lake Pupuke @ Buoy / 7605,9/05/2018,9,pH (pH units),,8.01,scalar,10
7605,Lake Pupuke @ Buoy / 7605,21/03/2018,7,pH (pH units),,8.39,scalar,10
6303,Lake Tomorata @ Buoy / 6303,16/02/2018,1,pH (pH units),,7.49,scalar,10
45001,Lake Rototoa @ Buoy / 45001,16/02/2018,5,pH (pH units),,8.37,scalar,10
7605,Lake Pupuke @ Buoy / 7605,10/01/2018,5,pH (pH units),,8.55,scalar,10
7605,Lake Pupuke @ Buoy / 7605,14/11/2017,6,pH (pH units),,9.3,scalar,10
6303,Lake Tomorata @ Buoy / 6303,13/11/2017,2,pH (pH units),,7.36,scalar,10
44616,Lake Wainamu @ Buoy / 44616,13/11/2017,3,pH (pH units),,7.56,scalar,10
45001,Lake Rototoa @ Buoy / 45001,13/11/2017,5,pH (pH units),,8.57,scalar,10
6303,Lake Tomorata @ Buoy / 6303,16/08/2017,1,pH (pH units),,7.17,scalar,10
44616,Lake Wainamu @ Buoy / 44616,16/08/2017,3,pH (pH units),,7.52,scalar,10
45001,Lake Rototoa @ Buoy / 45001,16/08/2017,5,pH (pH units),,7.74,scalar,10
7605,Lake Pupuke @ Buoy / 7605,15/08/2017,14,pH (pH units),,7.78,scalar,10
7605,Lake Pupuke @ Buoy / 7605,23/05/2017,10,pH (pH units),,8.02,scalar,10
6303,Lake Tomorata @ Buoy / 6303,22/05/2017,1,pH (pH units),,7.35,scalar,10
44616,Lake Wainamu @ Buoy / 44616,22/05/2017,3,pH (pH units),,7.35,scalar,10
45001,Lake Rototoa @ Buoy / 45001,22/05/2017,5,pH (pH units),,7.56,scalar,10
7605,Lake Pupuke @ Buoy / 7605,21/02/2017,5,pH (pH units),,8.69,scalar,10
44616,Lake Wainamu @ Buoy / 44616,21/02/2017,1,pH (pH units),,8.11,scalar,10
6303,Lake Tomorata @ Buoy / 6303,20/02/2017,1,pH (pH units),,7.48,scalar,10
45001,Lake Rototoa @ Buoy / 45001,20/02/2017,5,pH (pH units),,8.36,scalar,10
6303,Lake Tomorata @ Buoy / 6303,21/11/2016,1,pH (pH units),,7.2,scalar,10
44616,Lake Wainamu @ Buoy / 44616,21/11/2016,3,pH (pH units),,7.35,scalar,10
45001,Lake Rototoa @ Buoy / 45001,21/11/2016,6,pH (pH units),,7.92,scalar,10
7605,Lake Pupuke @ Buoy / 7605,14/11/2016,5,pH (pH units),,9.48,scalar,10
7605,Lake Pupuke @ Buoy / 7605,23/08/2016,14,pH (pH units),,7.67,scalar,10
6303,Lake Tomorata @ Buoy / 6303,22/08/2016,1,pH (pH units),,7.14,scalar,10
45001,Lake Rototoa @ Buoy / 45001,22/08/2016,5,pH (pH units),,7.83,scalar,10
7605,Lake Pupuke @ Buoy / 7605,16/06/2016,14,pH (pH units),,7.97,scalar,10
6303,Lake Tomorata @ Buoy / 6303,15/06/2016,2,pH (pH units),,7.64,scalar,10
44616,Lake Wainamu @ Buoy / 44616,15/06/2016,3,pH (pH units),,7.67,scalar,10
45001,Lake Rototoa @ Buoy / 45001,15/06/2016,6,pH (pH units),,7.65,scalar,10
6303,Lake Tomorata @ Buoy / 6303,25/02/2016,1,pH (pH units),,7.49,scalar,10
44616,Lake Wainamu @ Buoy / 44616,25/02/2016,2,pH (pH units),,7.59,scalar,10
45001,Lake Rototoa @ Buoy / 45001,25/02/2016,5,pH (pH units),,8.22,scalar,10
7605,Lake Pupuke @ Buoy / 7605,11/11/2015,10,pH (pH units),,9.27,scalar,10
6303,Lake Tomorata @ Buoy / 6303,10/11/2015,1,pH (pH units),,6.73,scalar,10
44616,Lake Wainamu @ Buoy / 44616,10/11/2015,4,pH (pH units),,6.9,scalar,10
45001,Lake Rototoa @ Buoy / 45001,10/11/2015,5,pH (pH units),,8.36,scalar,10
7605,Lake Pupuke @ Buoy / 7605,19/08/2015,13,pH (pH units),,7.71,scalar,10
6303,Lake Tomorata @ Buoy / 6303,18/08/2015,1,pH (pH units),,7.53,scalar,10
44616,Lake Wainamu @ Buoy / 44616,18/08/2015,2,pH (pH units),,7.46,scalar,10
45001,Lake Rototoa @ Buoy / 45001,18/08/2015,5,pH (pH units),,7.69,scalar,10
7605,Lake Pupuke @ Buoy / 7605,20/05/2015,8,pH (pH units),,7.71,scalar,10
6303,Lake Tomorata @ Buoy / 6303,19/05/2015,1,pH (pH units),,7.5,scalar,10
44616,Lake Wainamu @ Buoy / 44616,19/05/2015,3,pH (pH units),,7.41,scalar,10
45001,Lake Rototoa @ Buoy / 45001,19/05/2015,6,pH (pH units),,7.37,scalar,10
7605,Lake Pupuke @ Buoy / 7605,23/04/2015,7,pH (pH units),,8.42,scalar,10
7605,Lake Pupuke @ Buoy / 7605,19/02/2015,5,pH (pH units),,9.22,scalar,10
6303,Lake Tomorata @ Buoy / 6303,18/02/2015,1,pH (pH units),,7.94,scalar,10
44616,Lake Wainamu @ Buoy / 44616,18/02/2015,3,pH (pH units),,7.19,scalar,10
45001,Lake Rototoa @ Buoy / 45001,18/02/2015,6,pH (pH units),,8.03,scalar,10
7605,Lake Pupuke @ Buoy / 7605,22/01/2015,7,pH (pH units),,9.12,scalar,10
7605,Lake Pupuke @ Buoy / 7605,20/11/2014,13,pH (pH units),,8.27,scalar,10
6303,Lake Tomorata @ Buoy / 6303,19/11/2014,1,pH (pH units),,6.97,scalar,10
44616,Lake Wainamu @ Buoy / 44616,19/11/2014,4,pH (pH units),,7.26,scalar,10
45001,Lake Rototoa @ Buoy / 45001,19/11/2014,6,pH (pH units),,8.09,scalar,10
7605,Lake Pupuke @ Buoy / 7605,29/08/2014,14,pH (pH units),,7.87,scalar,10
6303,Lake Tomorata @ Buoy / 6303,27/08/2014,1,pH (pH units),,6.95,scalar,10
44616,Lake Wainamu @ Buoy / 44616,27/08/2014,3,pH (pH units),,7.61,scalar,10
45001,Lake Rototoa @ Buoy / 45001,27/08/2014,5,pH (pH units),,8.04,scalar,10
7605,Lake Pupuke @ Buoy / 7605,31/05/2013,13,pH (pH units),,7.89,scalar,10
6303,Lake Tomorata @ Buoy / 6303,30/05/2013,1,pH (pH units),,8.25,scalar,10
44616,Lake Wainamu @ Buoy / 44616,30/05/2013,3,pH (pH units),,7.57,scalar,10
45001,Lake Rototoa @ Buoy / 45001,30/05/2013,5,pH (pH units),,7.65,scalar,10
7605,Lake Pupuke @ Buoy / 7605,11/04/2013,6,pH (pH units),,9.05,scalar,10
6303,Lake Tomorata @ Buoy / 6303,10/04/2013,1,pH (pH units),,7.7,scalar,10
44616,Lake Wainamu @ Buoy / 44616,10/04/2013,4,pH (pH units),,7.15,scalar,10
45001,Lake Rototoa @ Buoy / 45001,10/04/2013,8,pH (pH units),,7.66,scalar,10
6303,Lake Tomorata @ Buoy / 6303,13/03/2013,1,pH (pH units),,7.54,scalar,10
44616,Lake Wainamu @ Buoy / 44616,13/03/2013,2,pH (pH units),,8.14,scalar,10
45001,Lake Rototoa @ Buoy / 45001,13/03/2013,7,pH (pH units),,7.97,scalar,10
7605,Lake Pupuke @ Buoy / 7605,1/03/2013,4,pH (pH units),,9.41,scalar,10
7605,Lake Pupuke @ Buoy / 7605,30/01/2013,5,pH (pH units),,9.41,scalar,10
6303,Lake Tomorata @ Buoy / 6303,16/01/2013,1,pH (pH units),,7.07,scalar,10
44616,Lake Wainamu @ Buoy / 44616,16/01/2013,2,pH (pH units),,7.15,scalar,10
45001,Lake Rototoa @ Buoy / 45001,16/01/2013,5,pH (pH units),,8.11,scalar,10
7605,Lake Pupuke @ Buoy / 7605,21/11/2012,6,pH (pH units),,9.18,scalar,10
44616,Lake Wainamu @ Buoy / 44616,15/11/2012,3,pH (pH units),,7.33,scalar,10
6303,Lake Tomorata @ Buoy / 6303,14/11/2012,1,pH (pH units),,7.24,scalar,10
45001,Lake Rototoa @ Buoy / 45001,14/11/2012,6,pH (pH units),,8.37,scalar,10
7605,Lake Pupuke @ Buoy / 7605,23/08/2012,8,pH (pH units),,8.29,scalar,10
6303,Lake Tomorata @ Buoy / 6303,22/08/2012,1,pH (pH units),,6.82,scalar,10
44616,Lake Wainamu @ Buoy / 44616,22/08/2012,3,pH (pH units),,7.24,scalar,10
45001,Lake Rototoa @ Buoy / 45001,22/08/2012,6,pH (pH units),,7.91,scalar,10
7605,Lake Pupuke @ Buoy / 7605,24/05/2012,10,pH (pH units),,7.95,scalar,10
6303,Lake Tomorata @ Buoy / 6303,23/05/2012,1,pH (pH units),,7.54,scalar,10
44616,Lake Wainamu @ Buoy / 44616,23/05/2012,3,pH (pH units),,7.48,scalar,10
45001,Lake Rototoa @ Buoy / 45001,23/05/2012,6,pH (pH units),,7.65,scalar,10
7605,Lake Pupuke @ Buoy / 7605,12/04/2012,8,pH (pH units),,8.29,scalar,10
6303,Lake Tomorata @ Buoy / 6303,11/04/2012,1,pH (pH units),,7.75,scalar,10
44616,Lake Wainamu @ Buoy / 44616,11/04/2012,3,pH (pH units),,7.44,scalar,10
45001,Lake Rototoa @ Buoy / 45001,11/04/2012,9,pH (pH units),,7.81,scalar,10
7605,Lake Pupuke @ Buoy / 7605,5/03/2012,8,pH (pH units),,8.56,scalar,10
6303,Lake Tomorata @ Buoy / 6303,29/02/2012,1,pH (pH units),,7.29,scalar,10
44616,Lake Wainamu @ Buoy / 44616,29/02/2012,2,pH (pH units),,7.32,scalar,10
45001,Lake Rototoa @ Buoy / 45001,29/02/2012,6,pH (pH units),,7.96,scalar,10
6303,Lake Tomorata @ Buoy / 6303,11/01/2012,1,pH (pH units),,7.14,scalar,10
44616,Lake Wainamu @ Buoy / 44616,11/01/2012,3,pH (pH units),,7.19,scalar,10
45001,Lake Rototoa @ Buoy / 45001,11/01/2012,6,pH (pH units),,7.92,scalar,10
7605,Lake Pupuke @ Buoy / 7605,10/01/2012,5,pH (pH units),,8.75,scalar,10
7605,Lake Pupuke @ Buoy / 7605,29/11/2011,6,pH (pH units),,8.81,scalar,10
6303,Lake Tomorata @ Buoy / 6303,23/11/2011,1,pH (pH units),,7.65,scalar,10
44616,Lake Wainamu @ Buoy / 44616,23/11/2011,1,pH (pH units),,7.49,scalar,10
45001,Lake Rototoa @ Buoy / 45001,23/11/2011,6,pH (pH units),,8.15,scalar,10
7605,Lake Pupuke @ Buoy / 7605,25/08/2011,14,pH (pH units),,7.73,scalar,10
6303,Lake Tomorata @ Buoy / 6303,24/08/2011,1,pH (pH units),,7.36,scalar,10
44616,Lake Wainamu @ Buoy / 44616,24/08/2011,3,pH (pH units),,7.39,scalar,10
45001,Lake Rototoa @ Buoy / 45001,24/08/2011,5,pH (pH units),,8.05,scalar,10
7605,Lake Pupuke @ Buoy / 7605,2/06/2011,11,pH (pH units),,7.97,scalar,10
6303,Lake Tomorata @ Buoy / 6303,1/06/2011,1,pH (pH units),,7.12,scalar,10
44616,Lake Wainamu @ Buoy / 44616,1/06/2011,4,pH (pH units),,7.22,scalar,10
45001,Lake Rototoa @ Buoy / 45001,1/06/2011,7,pH (pH units),,7.73,scalar,10
7605,Lake Pupuke @ Buoy / 7605,14/04/2011,7,pH (pH units),,7.62,scalar,10
6303,Lake Tomorata @ Buoy / 6303,13/04/2011,1,pH (pH units),,6.93,scalar,10
45001,Lake Rototoa @ Buoy / 45001,13/04/2011,8,pH (pH units),,7.01,scalar,10
44616,Lake Wainamu @ Buoy / 44616,4/03/2011,2,pH (pH units),,7.03,scalar,10
7605,Lake Pupuke @ Buoy / 7605,3/03/2011,5,pH (pH units),,7.58,scalar,10
6303,Lake Tomorata @ Buoy / 6303,2/03/2011,1,pH (pH units),,6.1,scalar,10
45001,Lake Rototoa @ Buoy / 45001,2/03/2011,6,pH (pH units),,6.86,scalar,10
7605,Lake Pupuke @ Buoy / 7605,27/01/2011,5,pH (pH units),,8.15,scalar,10
6303,Lake Tomorata @ Buoy / 6303,26/01/2011,1,pH (pH units),,6.46,scalar,10
44616,Lake Wainamu @ Buoy / 44616,26/01/2011,2,pH (pH units),,6.96,scalar,10
45001,Lake Rototoa @ Buoy / 45001,26/01/2011,6,pH (pH units),,7.07,scalar,10
7605,Lake Pupuke @ Buoy / 7605,25/11/2010,4,pH (pH units),,9.14,scalar,10
6303,Lake Tomorata @ Buoy / 6303,24/11/2010,1,pH (pH units),,7.11,scalar,10
44616,Lake Wainamu @ Buoy / 44616,24/11/2010,1,pH (pH units),,7.95,scalar,10
45001,Lake Rototoa @ Buoy / 45001,24/11/2010,4,pH (pH units),,7.56,scalar,10
7605,Lake Pupuke @ Buoy / 7605,3/06/2010,11,pH (pH units),,7.88,scalar,10
6303,Lake Tomorata @ Buoy / 6303,31/05/2010,1,pH (pH units),,7.53,scalar,10
44616,Lake Wainamu @ Buoy / 44616,31/05/2010,3,pH (pH units),,7.16,scalar,10
45001,Lake Rototoa @ Buoy / 45001,31/05/2010,6,pH (pH units),,7.52,scalar,10
7605,Lake Pupuke @ Buoy / 7605,28/04/2010,7,pH (pH units),,8.17,scalar,10
6303,Lake Tomorata @ Buoy / 6303,26/04/2010,1,pH (pH units),,7.5,scalar,10
44616,Lake Wainamu @ Buoy / 44616,26/04/2010,3,pH (pH units),,6.97,scalar,10
45001,Lake Rototoa @ Buoy / 45001,26/04/2010,6,pH (pH units),,7.52,scalar,10
7605,Lake Pupuke @ Buoy / 7605,4/03/2010,5,pH (pH units),,8.97,scalar,10
6303,Lake Tomorata @ Buoy / 6303,3/03/2010,1,pH (pH units),,7.06,scalar,10
44616,Lake Wainamu @ Buoy / 44616,3/03/2010,2,pH (pH units),,7.71,scalar,10
45001,Lake Rototoa @ Buoy / 45001,3/03/2010,6,pH (pH units),,7.77,scalar,10
7605,Lake Pupuke @ Buoy / 7605,14/01/2010,5,pH (pH units),,9.33,scalar,10
6303,Lake Tomorata @ Buoy / 6303,13/01/2010,1,pH (pH units),,7.27,scalar,10
45001,Lake Rototoa @ Buoy / 45001,13/01/2010,5,pH (pH units),,7.97,scalar,10
7605,Lake Pupuke @ Buoy / 7605,26/11/2009,5,pH (pH units),,9.11,scalar,10
6303,Lake Tomorata @ Buoy / 6303,25/11/2009,1,pH (pH units),,7.2,scalar,10
44616,Lake Wainamu @ Buoy / 44616,25/11/2009,3,pH (pH units),,7.29,scalar,10
45001,Lake Rototoa @ Buoy / 45001,25/11/2009,6,pH (pH units),,8.13,scalar,10
7605,Lake Pupuke @ Buoy / 7605,20/08/2009,14,pH (pH units),,7.82,scalar,10
6303,Lake Tomorata @ Buoy / 6303,19/08/2009,1,pH (pH units),,7.13,scalar,10
44616,Lake Wainamu @ Buoy / 44616,19/08/2009,3,pH (pH units),,7.26,scalar,10
45001,Lake Rototoa @ Buoy / 45001,19/08/2009,3,pH (pH units),,7.71,scalar,10
7605,Lake Pupuke @ Buoy / 7605,28/05/2009,11,pH (pH units),,7.62,scalar,10
6303,Lake Tomorata @ Buoy / 6303,27/05/2009,1,pH (pH units),,6.84,scalar,10
44616,Lake Wainamu @ Buoy / 44616,27/05/2009,3,pH (pH units),,7.07,scalar,10
45001,Lake Rototoa @ Buoy / 45001,27/05/2009,5,pH (pH units),,7.28,scalar,10
7605,Lake Pupuke @ Buoy / 7605,16/04/2009,8,pH (pH units),,8.47,scalar,10
6303,Lake Tomorata @ Buoy / 6303,15/04/2009,1,pH (pH units),,6.89,scalar,10
44616,Lake Wainamu @ Buoy / 44616,15/04/2009,3,pH (pH units),,7.38,scalar,10
45001,Lake Rototoa @ Buoy / 45001,15/04/2009,8,pH (pH units),,7.6,scalar,10
44616,Lake Wainamu @ Buoy / 44616,13/04/2011,0,pH (pH units),,7.14,scalar,10
7605,Lake Pupuke @ Buoy / 7605,4/09/2018,0,pH (pH units),,8.7,scalar,10
7605,Lake Pupuke @ Buoy / 7605,15/02/2018,0,pH (pH units),,8.64,scalar,10
7605,Lake Pupuke @ Buoy / 7605,16/02/1993,5,pH (pH units),,9.4,scalar,10
6303,Lake Tomorata @ Buoy / 6303,26/02/1993,0,pH (pH units),,7.4,scalar,10
44616,Lake Wainamu @ Buoy / 44616,26/02/1993,0,pH (pH units),,8.3,scalar,10
45001,Lake Rototoa @ Buoy / 45001,26/02/1993,0,pH (pH units),,7.8,scalar,10
7605,Lake Pupuke @ Buoy / 7605,29/05/1993,5,pH (pH units),,8,scalar,10
7605,Lake Pupuke @ Buoy / 7605,31/05/1993,5,pH (pH units),,8,scalar,10
6303,Lake Tomorata @ Buoy / 6303,3/06/1993,0,pH (pH units),,7.8,scalar,10
44616,Lake Wainamu @ Buoy / 44616,3/06/1993,0,pH (pH units),,7.7,scalar,10
45001,Lake Rototoa @ Buoy / 45001,3/06/1993,0,pH (pH units),,7.9,scalar,10
7605,Lake Pupuke @ Buoy / 7605,31/08/1993,5,pH (pH units),,8,scalar,10
44616,Lake Wainamu @ Buoy / 44616,31/08/1993,0,pH (pH units),,7.9,scalar,10
44616,Lake Wainamu @ Buoy / 44616,16/11/1993,0,pH (pH units),,7.5,scalar,10
45001,Lake Rototoa @ Buoy / 45001,16/11/1993,0,pH (pH units),,7.6,scalar,10
7605,Lake Pupuke @ Buoy / 7605,17/11/1993,5,pH (pH units),,9.3,scalar,10
7605,Lake Pupuke @ Buoy / 7605,22/02/1994,5,pH (pH units),,9.4,scalar,10
6303,Lake Tomorata @ Buoy / 6303,24/02/1994,0,pH (pH units),,8.1,scalar,10
44616,Lake Wainamu @ Buoy / 44616,24/02/1994,0,pH (pH units),,7.5,scalar,10
45001,Lake Rototoa @ Buoy / 45001,24/02/1994,0,pH (pH units),,8.2,scalar,10
6303,Lake Tomorata @ Buoy / 6303,26/05/1994,0,pH (pH units),,7.7,scalar,10
7605,Lake Pupuke @ Buoy / 7605,26/05/1994,5,pH (pH units),,8.1,scalar,10
45001,Lake Rototoa @ Buoy / 45001,26/05/1994,0,pH (pH units),,7.8,scalar,10
6303,Lake Tomorata @ Buoy / 6303,24/08/1994,0,pH (pH units),,7.1,scalar,10
7605,Lake Pupuke @ Buoy / 7605,24/08/1994,5,pH (pH units),,8,scalar,10
44616,Lake Wainamu @ Buoy / 44616,24/08/1994,0,pH (pH units),,7.3,scalar,10
45001,Lake Rototoa @ Buoy / 45001,24/08/1994,0,pH (pH units),,7.6,scalar,10
6303,Lake Tomorata @ Buoy / 6303,17/11/1994,0,pH (pH units),,7,scalar,10
7605,Lake Pupuke @ Buoy / 7605,17/11/1994,5,pH (pH units),,8.2,scalar,10
44616,Lake Wainamu @ Buoy / 44616,17/11/1994,0,pH (pH units),,7.9,scalar,10
6303,Lake Tomorata @ Buoy / 6303,15/02/1995,0,pH (pH units),,7.2,scalar,10
7605,Lake Pupuke @ Buoy / 7605,15/02/1995,5,pH (pH units),,9.4,scalar,10
44616,Lake Wainamu @ Buoy / 44616,15/02/1995,0,pH (pH units),,7.7,scalar,10
45001,Lake Rototoa @ Buoy / 45001,15/02/1995,0,pH (pH units),,8.2,scalar,10
7605,Lake Pupuke @ Buoy / 7605,29/05/1995,5,pH (pH units),,8.1,scalar,10
6303,Lake Tomorata @ Buoy / 6303,8/06/1995,0,pH (pH units),,7.4,scalar,10
44616,Lake Wainamu @ Buoy / 44616,8/06/1995,0,pH (pH units),,7.4,scalar,10
45001,Lake Rototoa @ Buoy / 45001,8/06/1995,0,pH (pH units),,7.8,scalar,10
7605,Lake Pupuke @ Buoy / 7605,3/08/1995,5,pH (pH units),,7.6,scalar,10
6303,Lake Tomorata @ Buoy / 6303,4/08/1995,0,pH (pH units),,7.2,scalar,10
44616,Lake Wainamu @ Buoy / 44616,4/08/1995,0,pH (pH units),,7.6,scalar,10
45001,Lake Rototoa @ Buoy / 45001,4/08/1995,0,pH (pH units),,7.8,scalar,10
6303,Lake Tomorata @ Buoy / 6303,22/11/1995,0,pH (pH units),,7.2,scalar,10
7605,Lake Pupuke @ Buoy / 7605,22/11/1995,5,pH (pH units),,9.4,scalar,10
44616,Lake Wainamu @ Buoy / 44616,22/11/1995,0,pH (pH units),,7.7,scalar,10
45001,Lake Rototoa @ Buoy / 45001,22/11/1995,0,pH (pH units),,8.1,scalar,10
6303,Lake Tomorata @ Buoy / 6303,26/02/1996,0,pH (pH units),,7.6,scalar,10
44616,Lake Wainamu @ Buoy / 44616,26/02/1996,0,pH (pH units),,7.6,scalar,10
45001,Lake Rototoa @ Buoy / 45001,26/02/1996,0,pH (pH units),,7.9,scalar,10
7605,Lake Pupuke @ Buoy / 7605,27/02/1996,5,pH (pH units),,8.7,scalar,10
7605,Lake Pupuke @ Buoy / 7605,22/05/1996,5,pH (pH units),,8,scalar,10
6303,Lake Tomorata @ Buoy / 6303,7/06/1996,0,pH (pH units),,7.5,scalar,10
44616,Lake Wainamu @ Buoy / 44616,7/06/1996,0,pH (pH units),,7.4,scalar,10
45001,Lake Rototoa @ Buoy / 45001,7/06/1996,0,pH (pH units),,7.9,scalar,10
7605,Lake Pupuke @ Buoy / 7605,13/08/1996,5,pH (pH units),,7.9,scalar,10
6303,Lake Tomorata @ Buoy / 6303,30/08/1996,0,pH (pH units),,7,scalar,10
44616,Lake Wainamu @ Buoy / 44616,30/08/1996,0,pH (pH units),,7.4,scalar,10
45001,Lake Rototoa @ Buoy / 45001,30/08/1996,0,pH (pH units),,7.7,scalar,10
7605,Lake Pupuke @ Buoy / 7605,13/11/1996,5,pH (pH units),,9.3,scalar,10
6303,Lake Tomorata @ Buoy / 6303,21/11/1996,0,pH (pH units),,7.2,scalar,10
44616,Lake Wainamu @ Buoy / 44616,21/11/1996,0,pH (pH units),,7.8,scalar,10
45001,Lake Rototoa @ Buoy / 45001,21/11/1996,0,pH (pH units),,8,scalar,10
7605,Lake Pupuke @ Buoy / 7605,12/02/1997,5,pH (pH units),,9.3,scalar,10
6303,Lake Tomorata @ Buoy / 6303,13/02/1997,0,pH (pH units),,7.3,scalar,10
44616,Lake Wainamu @ Buoy / 44616,13/02/1997,0,pH (pH units),,7.7,scalar,10
45001,Lake Rototoa @ Buoy / 45001,13/02/1997,0,pH (pH units),,8,scalar,10
6303,Lake Tomorata @ Buoy / 6303,21/05/1997,0,pH (pH units),,7.2,scalar,10
7605,Lake Pupuke @ Buoy / 7605,21/05/1997,5,pH (pH units),,7.5,scalar,10
45001,Lake Rototoa @ Buoy / 45001,21/05/1997,0,pH (pH units),,7.7,scalar,10
7605,Lake Pupuke @ Buoy / 7605,13/08/1997,5,pH (pH units),,7.9,scalar,10
6303,Lake Tomorata @ Buoy / 6303,26/08/1997,0,pH (pH units),,7.4,scalar,10
6303,Lake Tomorata @ Buoy / 6303,19/11/1997,0,pH (pH units),,7.3,scalar,10
7605,Lake Pupuke @ Buoy / 7605,19/11/1997,5,pH (pH units),,9,scalar,10
44616,Lake Wainamu @ Buoy / 44616,19/11/1997,0,pH (pH units),,7.4,scalar,10
45001,Lake Rototoa @ Buoy / 45001,19/11/1997,0,pH (pH units),,8.3,scalar,10
6303,Lake Tomorata @ Buoy / 6303,16/02/1998,0,pH (pH units),,7.5,scalar,10
7605,Lake Pupuke @ Buoy / 7605,16/02/1998,5,pH (pH units),,9.4,scalar,10
44616,Lake Wainamu @ Buoy / 44616,16/02/1998,0,pH (pH units),,7.9,scalar,10
45001,Lake Rototoa @ Buoy / 45001,16/02/1998,0,pH (pH units),,8.2,scalar,10
7605,Lake Pupuke @ Buoy / 7605,11/05/1998,5,pH (pH units),,8.1,scalar,10
6303,Lake Tomorata @ Buoy / 6303,13/05/1998,0,pH (pH units),,7.3,scalar,10
45001,Lake Rototoa @ Buoy / 45001,13/05/1998,0,pH (pH units),,7.4,scalar,10
44616,Lake Wainamu @ Buoy / 44616,18/05/1998,0,pH (pH units),,7,scalar,10
7605,Lake Pupuke @ Buoy / 7605,12/08/1998,5,pH (pH units),,7.7,scalar,10
